Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants,address
4285,NC,Wayne (County),GOLDSBRO,27530,1,1,1,0,0,0,1,"$2,300",$0,"$1,800",$500,1,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wayne (County),GOLDSWORLD,27530,1,1,0,1,0,0,1,"$2,924",$0,"$1,342","$1,582",1,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wayne (County),ISLER ST,27530,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wayne (County),MAR-MAC,27530,2,1,0,1,0,0,1,"$7,372",$0,"$2,013","$5,359",1,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wayne (County),GOLDSBORO,27531,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wayne (County),GOLDSBORO,27534,541,283,233,49,1,0,186,"$308,634",$0,"$73,379","$235,255",183,3,0,0,"4285, NC, Wayne (County)"
4285,NC,Wayne (County),PIKEVILLE,27534,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wake (County),APEX,27539,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Harnett (County),HOLLY SPRINGS,27540,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Harnett (County)"
4285,NC,Wake (County),HOLLY SPRINGS,27540,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Johnston (County),KENLY,27542,55,37,25,12,0,0,13,"$52,855",$0,"$23,456","$29,399",12,1,0,0,"4285, NC, Johnston (County)"
4285,NC,Wayne (County),KENLY,27542,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wilson (County),KENLY,27542,4,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Wilson (County),WILSON,27542,1,1,0,1,0,0,1,"$7,179",$0,"$1,540","$5,639",1,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Wake (County),KNIGHTDALE,27545,18,4,4,0,0,0,1,"$1,722",$0,"$1,722",$0,1,0,0,0,"4285, NC, Wake (County)"
4285,NC,Harnett (County),BUIES CREEK,27546,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Harnett (County)"
4285,NC,Harnett (County),LILLINGTON,27546,100,43,36,7,0,0,6,"$23,949",$0,"$7,866","$16,083",5,1,0,0,"4285, NC, Harnett (County)"
4285,NC,Robeson (County),LOUISBURG,27549,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Robeson (County)"
4285,NC,Harnett (County),MAMERS,27552,2,1,0,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Harnett (County)"
4285,NC,Johnston (County),MICRO,27555,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Johnston (County),MIDDLESEX,27557,10,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Nash (County),MIDDLESEX,27557,9,6,5,1,0,0,2,"$1,750",$0,"$1,486",$264,2,0,0,0,"4285, NC, Nash (County)"
4285,NC,Wake (County),MORRISVILLE,27560,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Johnston (County),PINE LEVEL,27568,3,3,3,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Johnston (County),PRINCETON,27569,38,29,23,6,0,0,11,"$38,369",$0,"$13,374","$24,995",10,1,0,0,"4285, NC, Johnston (County)"
4285,NC,Wayne (County),PRINCETON,27569,21,13,11,0,2,0,10,"$9,799",$0,"$4,199","$5,600",10,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wake (County),ROLESVILLE,27571,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Johnston (County),MICRO,27576,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Johnston (County),PINE LEVEL,27576,2,2,1,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Johnston (County),SELMA,27576,156,108,68,39,1,0,49,"$226,187",$0,"$95,586","$130,600",47,2,0,0,"4285, NC, Johnston (County)"
4285,NC,Johnston (County),SMITHFIELD,27577,193,129,96,30,3,0,57,"$138,781",$0,"$59,206","$79,575",57,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Johnston (County),WILSON'S MILLS,27577,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Wayne (County),SMITHFIELD,27577,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wake (County),WAKE FOREST,27587,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Johnston (County),WENDELL,27591,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Wake (County),WENDELL,27591,17,7,6,0,1,0,1,"$2,528",$0,"$1,722",$806,1,0,0,0,"4285, NC, Wake (County)"
4285,NC,Cumberland (County),WILLOW SPRING,27592,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Cumberland (County)"
4285,NC,Harnett (County),WILLOW SPRING,27592,1,1,0,1,0,0,1,"$2,445",$0,"$1,900",$545,1,0,0,0,"4285, NC, Harnett (County)"
4285,NC,Johnston (County),WILLOW SPRING,27592,3,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Wake (County),WILLOW SPRING,27592,3,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Johnston (County),ZEBULON,27597,3,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Nash (County),ZEBULON,27597,3,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Wake (County),ZEBULON,27597,11,6,4,1,1,0,2,"$5,772",$0,"$5,772",$0,2,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27601,5,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27603,27,13,8,4,1,0,6,"$24,314",$0,"$10,606","$13,708",6,0,0,0,"4285, NC, Wake (County)"
4285,NC,Beaufort (County),RALEIGH,27604,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Wake (County),RALEIGH,27604,19,8,8,0,0,0,1,$391,$0,$0,$391,1,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27605,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Cumberland (County),RALEIGH,27606,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Cumberland (County)"
4285,NC,Wake (County),RALEIGH,27606,31,14,7,7,0,0,9,"$38,454",$0,"$28,574","$9,880",8,1,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27607,6,5,2,1,2,0,3,"$10,520",$0,"$5,430","$5,090",3,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wayne (County),RALIGH,27607,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wake (County),RALEIGH,27608,7,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27609,14,8,8,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Pitt (County),GREENVILLE,27610,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Wake (County),RALEIGH,27610,71,36,29,7,0,0,8,"$23,800",$0,"$20,905","$2,895",7,1,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27612,9,1,0,1,0,0,2,"$2,472",$0,"$1,722",$750,2,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27613,5,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27614,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27615,11,6,5,1,0,0,1,"$5,888",$0,"$3,184","$2,704",1,0,0,0,"4285, NC, Wake (County)"
4285,NC,Wake (County),RALEIGH,27616,16,9,9,0,0,0,2,"$16,231",$0,"$2,588","$13,643",1,1,0,0,"4285, NC, Wake (County)"
4285,NC,Wayne (County),FOUR OAKS,27625,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Johnston (County),SELMA,27675,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Johnston (County)"
4285,NC,Edgecombe (County),PRINCEVILLE,27801,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Edgecombe (County),ROCKKY MOUNT,27801,1,1,1,0,0,0,1,$838,$0,$0,$838,1,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Edgecombe (County),ROCKY MOUNT,27801,292,229,138,90,1,0,148,"$461,216",$0,"$201,569","$259,648",142,6,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Edgecombe (County),ROCKYMOUNT,27801,4,4,3,1,0,0,3,"$10,471",$0,"$2,036","$8,435",3,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Nash (County),ROCKY MOUNT,27801,4,1,0,1,0,0,2,"$4,378",$0,"$1,178","$3,200",2,0,0,0,"4285, NC, Nash (County)"
4285,NC,Edgecombe (County),ROCKY MOUNT,27802,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Edgecombe (County),ROCKY MOUNT,27803,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Edgecombe (County),SHARPSBURG,27803,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Nash (County),ROCKY MOUNT,27803,125,82,66,15,1,0,19,"$52,070",$0,"$18,722","$33,348",19,0,0,0,"4285, NC, Nash (County)"
4285,NC,Nash (County),ROCKY MOUNTAIN,27803,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Nash (County),ROCKYMOUNTAIN,27803,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Nash (County),SHARPSBURG,27803,21,21,8,13,0,0,13,"$43,190",$0,"$15,368","$27,822",13,0,0,0,"4285, NC, Nash (County)"
4285,NC,Nash (County),TARBORO,27803,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Wilson (County),ROCKY MOUNT,27803,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Wilson (County),SHARPSBURG,27803,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Edgecombe (County),ROCKY MOUNT,27804,2,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Nash (County),ROCKY MOUNT,27804,131,86,60,25,1,0,35,"$133,770",$0,"$52,815","$80,955",32,3,0,0,"4285, NC, Nash (County)"
4285,NC,Bertie (County),AULANDER,27805,20,16,15,1,0,0,4,"$3,264",$0,"$1,112","$2,152",4,0,0,0,"4285, NC, Bertie (County)"
4285,NC,Hertford (County),AULANDER,27805,3,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Hertford (County)"
4285,NC,Beaufort (County),AURORA,27806,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Nash (County),BAILEY,27807,9,5,4,1,0,0,1,"$1,486",$0,"$1,486",$0,1,0,0,0,"4285, NC, Nash (County)"
4285,NC,Beaufort (County),BATH,27808,3,2,1,1,0,0,1,"$1,062",$0,"$1,062",$0,1,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Edgecombe (County),BATTLEBORO,27809,18,16,12,4,0,0,8,"$9,234",$0,"$5,734","$3,500",8,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Nash (County),BATTLEBORO,27809,5,3,3,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Beaufort (County),BELHAVEN,27810,19,7,5,2,0,0,5,"$15,925",$0,"$2,124","$13,801",5,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Pitt (County),BELL ARTHUR,27811,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Edgecombe (County),BETHEL,27812,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Pitt (County),BETHEL,27812,12,8,8,0,0,0,4,"$13,256",$0,$0,"$13,256",4,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Wilson (County),BLACK CREEK,27813,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Beaufort (County),BLOUNTS CREEK,27814,3,1,0,1,0,0,1,"$2,863",$0,"$1,062","$1,801",1,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Nash (County),CASTALIA,27816,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Beaufort (County),CHOCOWINITY,27817,31,16,14,1,1,0,4,"$3,574",$0,"$2,124","$1,450",4,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Hertford (County),COMO,27818,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Hertford (County)"
4285,NC,Edgecombe (County),CONETOE,27819,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Northampton (County),CONWAY,27820,3,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Beaufort (County),EDWARD,27821,2,2,1,1,0,0,1,"$2,858",$0,"$1,062","$1,796",1,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Edgecombe (County),ELM CITY,27822,3,2,0,2,0,0,2,"$9,134",$0,"$2,664","$6,470",2,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Nash (County),ELM CITY,27822,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Nash (County),SHARPSBURG,27822,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Wilson (County),ELM CITY,27822,13,9,6,3,0,0,3,"$19,455",$0,"$14,493","$4,962",2,1,0,0,"4285, NC, Wilson (County)"
4285,NC,Wilson (County),SHARPSBURG,27822,3,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Halifax (County),ENFIELD,27823,38,30,23,6,1,0,10,"$25,937",$0,"$10,238","$15,699",10,0,0,0,"4285, NC, Halifax (County)"
4285,NC,Hyde (County),ENGELHARD,27824,4,3,2,1,0,0,1,"$1,678",$0,"$1,414",$264,1,0,0,0,"4285, NC, Hyde (County)"
4285,NC,Hyde (County),FAIRFIELD,27826,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Hyde (County)"
4285,NC,Tyrrell (County),FAIRFIELD,27826,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Tyrrell (County)"
4285,NC,Pitt (County),FALKLAND,27827,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Greene (County),FARMVILLE,27828,4,4,4,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Greene (County)"
4285,NC,Pitt (County),FARMVILLE,27828,45,31,25,5,1,0,16,"$21,503",$0,"$13,231","$8,272",16,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Pitt (County),WINTERVILLE,27828,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Pitt (County),FOUNTAIN,27829,6,6,6,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Wayne (County),FREMONT,27830,17,7,6,1,0,0,3,"$2,981",$0,"$2,156",$825,3,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wilson (County),FREMONT,27830,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Northampton (County),GARYSBURG,27831,10,9,7,2,0,0,2,"$1,932",$0,"$1,932",$0,2,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Northampton (County),GASTON,27832,9,6,5,1,0,0,1,"$2,116",$0,$966,"$1,150",1,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Lenoir (County),GREENVILLE,27834,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Lenoir (County)"
4285,NC,Pitt (County),GREENV,27834,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Pitt (County),GREENVILE,27834,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Pitt (County),GREENVILLE,27834,934,523,473,47,3,0,376,"$470,921",$0,"$154,870","$316,051",374,2,0,0,"4285, NC, Pitt (County)"
4285,NC,Beaufort (County),GRIMESLAND,27837,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Pitt (County),GRIMESLAND,27837,31,21,20,1,0,0,10,"$4,892",$0,$0,"$4,892",10,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Halifax (County),HALIFAX,27839,5,4,4,0,0,0,3,"$9,917",$0,$0,"$9,917",3,0,0,0,"4285, NC, Halifax (County)"
4285,NC,Edgecombe (County),HAMILTON,27840,1,1,1,0,0,0,1,"$1,678",$0,"$1,178",$500,1,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Martin (County),HAMILTON,27840,4,4,4,0,0,0,3,$924,$0,$0,$924,3,0,0,0,"4285, NC, Martin (County)"
4285,NC,Edgecombe (County),HOBGOOD,27843,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Edgecombe (County),SPEED,27843,1,1,1,0,0,0,1,"$1,243",$0,$743,$500,1,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Halifax (County),HOBGOOD,27843,5,3,3,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Halifax (County)"
4285,NC,Northampton (County),JACKSON,27845,3,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Martin (County),JAMESVILLE,27846,6,4,4,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Martin (County)"
4285,NC,Bertie (County),KELFORD,27847,13,12,10,2,0,0,3,"$22,299",$0,"$2,920","$19,379",2,1,0,0,"4285, NC, Bertie (County)"
4285,NC,Bertie (County),LEWISTON,27849,3,3,2,1,0,0,1,"$1,284",$0,"$1,284",$0,1,0,0,0,"4285, NC, Bertie (County)"
4285,NC,Bertie (County),LEWISTON WOODVILLE,27849,16,13,10,3,0,0,4,"$10,891",$0,"$5,358","$5,533",4,0,0,0,"4285, NC, Bertie (County)"
4285,NC,Halifax (County),LITTLETON,27850,5,4,4,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Halifax (County)"
4285,NC,Wayne (County),LUCAMA,27851,1,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4285, NC, Wayne (County)"
4285,NC,Wilson (County),LUCAMA,27851,9,8,6,2,0,0,2,"$4,576",$0,"$3,388","$1,188",2,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Edgecombe (County),MACCLESFIELD,27852,9,6,6,0,0,0,2,"$1,000",$0,$0,"$1,000",2,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Northampton (County),MARGARETTSVILLE,27853,3,3,3,0,0,0,1,$264,$0,$0,$264,1,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Hertford (County),MURFREESBORO,27855,13,13,13,0,0,0,3,"$1,405",$0,$0,"$1,405",3,0,0,0,"4285, NC, Hertford (County)"
4285,NC,Nash (County),NASHVILLE,27856,44,27,21,5,1,0,7,"$25,162",$0,"$7,606","$17,556",7,0,0,0,"4285, NC, Nash (County)"
4285,NC,Martin (County),OAK CITY,27857,4,2,2,0,0,0,3,"$10,994",$0,$0,"$10,994",3,0,0,0,"4285, NC, Martin (County)"
4285,NC,Pitt (County),GREENSVILLE,27858,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Pitt (County),GREENVILLE,27858,329,180,129,47,4,0,141,"$264,970",$0,"$123,899","$141,071",140,1,0,0,"4285, NC, Pitt (County)"
4285,NC,Pitt (County),SIMPSON,27858,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Beaufort (County),PANTEGO,27860,5,3,3,0,0,0,2,"$11,355",$0,$0,"$11,355",2,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Martin (County),PARMELE,27861,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Martin (County)"
4285,NC,Northampton (County),PENDLETON,27862,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Northampton (County),SEVERN,27862,3,2,1,1,0,0,1,$966,$0,$966,$0,1,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Wayne (County),PIKEVILLE,27863,75,33,31,2,0,0,19,"$24,460",$0,"$11,137","$13,323",18,1,0,0,"4285, NC, Wayne (County)"
4285,NC,Edgecombe (County),PINETOPS,27864,59,42,26,16,0,0,31,"$173,066",$0,"$39,427","$133,639",27,3,1,0,"4285, NC, Edgecombe (County)"
4285,NC,Beaufort (County),PINETOWN,27865,4,1,0,1,0,0,1,"$1,856",$0,"$1,856",$0,1,0,0,0,"4285, NC, Beaufort (County)"
4285,NC,Northampton (County),PLEASANT HILL,27866,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Northampton (County),RICH SQUARE,27869,6,4,4,0,0,0,2,"$2,324",$0,"$1,796",$528,2,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Halifax (County),ROANOKE RAPIDS,27870,39,30,28,2,0,0,4,"$5,562",$0,"$2,858","$2,704",4,0,0,0,"4285, NC, Halifax (County)"
4285,NC,Halifax (County),ROANOKERAPIDS,27870,1,1,1,0,0,0,1,"$2,108",$0,$0,"$2,108",1,0,0,0,"4285, NC, Halifax (County)"
4285,NC,Martin (County),PARMELE,27871,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Martin (County)"
4285,NC,Martin (County),ROBERSONVILLE,27871,8,6,6,0,0,0,1,"$1,640",$0,$0,"$1,640",1,0,0,0,"4285, NC, Martin (County)"
4285,NC,Pitt (County),ROBERSONVILLE,27871,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Bertie (County),KELFORD,27872,3,3,3,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Bertie (County)"
4285,NC,Bertie (County),ROXOBEL,27872,4,3,1,2,0,0,3,"$9,734",$0,"$2,926","$6,808",3,0,0,0,"4285, NC, Bertie (County)"
4285,NC,Edgecombe (County),TARBORO,27874,1,1,0,1,0,0,1,"$6,714",$0,"$2,036","$4,678",1,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Halifax (County),SCOTLAND NECK,27874,61,53,41,11,1,0,19,"$47,685",$0,"$14,608","$33,077",19,0,0,0,"4285, NC, Halifax (County)"
4285,NC,Hyde (County),SCRANTON,27875,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Hyde (County)"
4285,NC,Northampton (County),SEABOARD,27876,2,2,0,2,0,0,2,"$4,538",$0,"$2,762","$1,776",2,0,0,0,"4285, NC, Northampton (County)"
4285,NC,Nash (County),SHARPBURG,27878,1,1,0,1,0,0,1,"$3,943",$0,"$1,486","$2,457",1,0,0,0,"4285, NC, Nash (County)"
4285,NC,Nash (County),SHARPSBURG,27878,10,7,3,4,0,0,5,"$13,905",$0,"$7,286","$6,619",5,0,0,0,"4285, NC, Nash (County)"
4285,NC,Nash (County),SHARPSBURGH,27878,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Nash (County)"
4285,NC,Wilson (County),SIMS,27880,4,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Wilson (County)"
4285,NC,Edgecombe (County),CONETOE,27881,4,2,2,0,0,0,2,"$1,000",$0,$0,"$1,000",2,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Nash (County),SPRING HOPE,27882,15,12,8,4,0,0,6,"$20,239",$0,"$6,736","$13,503",5,1,0,0,"4285, NC, Nash (County)"
4285,NC,Greene (County),STANTONSBURG,27883,11,7,4,3,0,0,3,"$10,811",$0,"$2,250","$8,561",3,0,0,0,"4285, NC, Greene (County)"
4285,NC,Wilson (County),STANTONSBURG,27883,14,13,6,7,0,0,6,"$30,761",$0,"$10,004","$20,757",5,1,0,0,"4285, NC, Wilson (County)"
4285,NC,Pitt (County),STOKES,27884,4,2,0,2,0,0,2,"$4,472",$0,"$2,832","$1,640",2,0,0,0,"4285, NC, Pitt (County)"
4285,NC,Hyde (County),SWANQUARTER,27885,3,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Hyde (County)"
4285,NC,Edgecombe (County),PRINCEVILLE,27886,346,313,98,160,55,0,259,"$1,365,778",$0,"$625,657","$740,121",230,28,1,0,"4285, NC, Edgecombe (County)"
4285,NC,Edgecombe (County),PRINCVILLE,27886,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
4285,NC,Edgecombe (County),TARBARO,27886,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4285, NC, Edgecombe (County)"
