Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants,address
4400,GA,Randolph (County),MORRIS,39867,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4400, GA, Randolph (County)"
4400,GA,Baker (County),NEWTON,39870,113,83,70,11,2,0,17,"$45,661",$0,"$15,481","$30,180",17,0,0,0,"4400, GA, Baker (County)"
4400,GA,Mitchell (County),NEWTON,39870,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4400, GA, Mitchell (County)"
4400,GA,Terrell (County),PARROTT,39877,2,1,0,1,0,0,1,"$1,796",$0,"$1,796",$0,1,0,0,0,"4400, GA, Terrell (County)"
4400,GA,Terrell (County),SASSER,39885,6,4,3,1,0,0,2,"$2,168",$0,"$1,364",$804,2,0,0,0,"4400, GA, Terrell (County)"
4400,GA,Randolph (County),SHELLMAN,39886,28,22,17,5,0,0,6,"$9,233",$0,"$7,208","$2,025",6,0,0,0,"4400, GA, Randolph (County)"
4400,GA,Decatur (County),WHIGHAM,39897,1,1,1,0,0,0,1,$230,$0,$0,$230,1,0,0,0,"4400, GA, Decatur (County)"
4400,GA,Grady (County),WHIGHAM,39897,59,32,24,7,1,0,10,"$13,283",$0,"$6,796","$6,487",10,0,0,0,"4400, GA, Grady (County)"
4404,MP,Saipan (Municipality),SAIPAN,69650,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Tinian (Municipality),TINIAN,69952,1,0,0,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4404, MP, Tinian (Municipality)"
4404,MP,Saipan (Municipality),ASLITO VILLAGE,95690,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA,95950,1,1,1,0,0,0,1,"$2,910",$0,$0,"$2,910",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),GUALO RAI,95950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),SAN ANTONIO,95950,1,1,0,1,0,0,1,"$3,518",$0,"$1,424","$2,094",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA,96550,2,2,1,0,1,0,1,"$5,829",$0,"$1,076","$4,753",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),KOBLERVILLE,96590,1,1,0,1,0,0,1,"$4,330",$0,"$1,076","$3,254",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASLITO,96750,1,1,0,1,0,0,1,"$5,410",$0,"$1,424","$3,986",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),SAIPAN,96905,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CAPITAL HILL VILLAGE,96913,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ACHUAGO,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ACHUGAO,96950,9,9,2,6,1,0,9,"$23,041",$0,"$7,880","$15,161",9,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ACHUGAO VILLAGE,96950,1,1,0,0,1,0,1,"$1,576",$0,"$1,076",$500,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AFETNA,96950,28,28,3,19,6,0,22,"$105,660",$0,"$26,336","$79,324",20,2,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AFETNAS,96950,5,5,0,1,4,0,5,"$33,080",$0,"$7,476","$25,604",4,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AFETNA VILLAGE,96950,1,1,0,0,1,0,1,"$2,848",$0,"$1,076","$1,772",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AGIGAN,96950,1,1,0,1,0,0,1,$944,$0,$0,$944,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AGINGAN,96950,1,1,0,1,0,0,1,$314,$0,$0,$314,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AL LITO VILLATE,96950,1,1,0,1,0,0,1,"$2,312",$0,"$1,424",$888,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS FALEPE VILLAGE,96950,1,1,1,0,0,0,1,"$6,389",$0,"$1,076","$5,313",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS GONNO,96950,5,5,1,3,1,0,5,"$29,087",$0,"$7,498","$21,589",5,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASGONNO,96950,4,4,1,2,1,0,4,"$17,901",$0,"$4,652","$13,249",4,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS GONNO VILLAGE,96950,2,2,0,1,1,0,2,"$8,749",$0,"$2,848","$5,901",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASGONO,96950,1,1,0,0,1,0,1,"$2,433",$0,"$1,076","$1,357",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS GONO VILLAGE,96950,1,1,0,0,1,0,1,"$1,576",$0,"$1,076",$500,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASILITO,96950,3,3,1,0,2,0,3,"$16,857",$0,"$4,532","$12,325",3,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASILTO,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS LIDO,96950,1,1,0,1,0,0,1,"$3,650",$0,"$1,424","$2,226",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASLIDO,96950,1,1,1,0,0,0,1,"$1,767",$0,"$1,028",$739,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS LITO,96950,164,164,52,51,61,0,132,"$500,979",$0,"$141,321","$359,659",131,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASLITO,96950,47,47,11,25,11,0,39,"$125,034",$0,"$32,562","$92,472",38,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASLITO GREEN GATE,96950,1,1,0,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASLITO SOUTH VILLAGE,96950,1,1,0,1,0,0,1,"$2,056",$0,"$2,056",$0,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS LITO VILLAGE,96950,5,5,3,2,0,0,5,"$26,688",$0,"$8,632","$18,056",5,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASLITO VILLAGE,96950,7,7,1,3,3,0,7,"$42,081",$0,"$9,460","$32,621",6,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS MATIUS,96950,1,1,1,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS MATUIS,96950,14,14,10,4,0,0,8,"$12,822",$0,"$2,500","$10,322",8,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS MATUIS VILLAGE,96950,1,1,1,0,0,0,1,$748,$0,$0,$748,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASPEDIDO,96950,1,1,0,0,1,0,1,"$13,162",$0,"$6,149","$7,013",0,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASPERDEDO,96950,3,3,1,1,1,0,2,"$5,330",$0,"$2,500","$2,830",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS PER DIDO,96950,1,1,0,1,0,0,1,"$2,354",$0,$0,"$2,354",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS PERDIDO,96950,16,16,6,6,4,0,12,"$51,300",$0,"$13,388","$37,912",12,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASPERDIDO,96950,14,14,4,3,7,0,12,"$72,807",$0,"$16,072","$56,735",10,2,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS PERDIDO VILLAGE,96950,1,1,0,1,0,0,1,"$4,477",$0,"$1,424","$3,053",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASPERDIDO VILLAGE,96950,2,2,1,0,1,0,1,"$4,107",$0,"$1,076","$3,031",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASPIRDIDO,96950,1,1,1,0,0,0,1,"$3,710",$0,$0,"$3,710",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASSLIDO,96950,1,1,0,0,1,0,1,"$7,933",$0,"$2,056","$5,877",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS TEO,96950,5,5,3,1,1,0,4,"$7,851",$0,"$3,132","$4,719",4,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASTEO,96950,2,2,1,1,0,0,1,"$2,056",$0,"$2,056",$0,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS TERIAJE,96950,1,1,0,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),AS TERLAJE,96950,13,13,8,4,1,0,10,"$39,613",$0,"$8,212","$31,401",10,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASTERLAJE,96950,2,2,1,1,0,0,2,"$4,023",$0,"$2,056","$1,967",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ASTERLAJE VILLAGE,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),BEACH ROAD,96950,1,1,0,0,1,0,1,"$3,158",$0,"$1,076","$2,082",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CAGMAN THREE,96950,1,1,0,1,0,0,1,"$6,526",$0,"$1,076","$5,450",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CAPITAL HILL,96950,25,24,10,12,2,0,21,"$47,687",$0,"$17,404","$30,283",20,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CAPITAL HILL SAIPAN,96950,1,1,0,1,0,0,1,"$1,424",$0,"$1,424",$0,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CAPITOL HILL,96950,12,12,5,6,1,0,8,"$21,134",$0,"$4,208","$16,926",8,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CAPITOL HILL VILLAGE,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHAELAN KANOA,96950,1,1,0,1,0,0,1,"$5,974",$0,"$1,424","$4,550",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHAILAM KANOA,96950,1,1,0,1,0,0,1,"$5,466",$0,"$2,056","$3,410",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALA KANOA,96950,2,2,1,1,0,0,2,"$2,535",$0,"$1,028","$1,507",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALA KONOA,96950,1,1,1,0,0,0,1,"$2,158",$0,$712,"$1,446",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAM KANOA,96950,1,1,0,1,0,0,1,$500,$0,$0,$500,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN CANKOWA,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN K,96950,1,1,0,0,1,0,1,"$2,978",$0,"$1,076","$1,902",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KAHOA,96950,1,1,0,1,0,0,1,"$7,065",$0,"$2,056","$5,009",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KALOA,96950,1,1,1,0,0,0,1,"$3,390",$0,$712,"$2,678",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANAO,96950,3,3,1,0,2,0,2,"$15,330",$0,"$3,132","$12,198",1,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANAO VILLAGE,96950,2,2,0,2,0,0,2,"$8,007",$0,"$2,476","$5,531",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANDA,96950,1,1,0,0,1,0,1,"$3,363",$0,"$1,076","$2,287",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANO,96950,2,2,1,0,1,0,2,"$6,791",$0,"$1,076","$5,715",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN  KANOA,96950,2,2,0,1,1,0,2,"$6,014",$0,"$3,132","$2,882",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA,96950,528,522,147,198,177,0,423,"$1,786,634",$0,"$482,176","$1,304,458",405,18,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA ,96950,1,1,0,1,0,0,1,"$3,272",$0,"$1,424","$1,848",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALANKANOA,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA DIST ONE,96950,1,1,0,1,0,0,1,"$2,170",$0,"$1,076","$1,094",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALANKANOA DISTRICT,96950,1,1,1,0,0,0,1,"$5,043",$0,$0,"$5,043",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA DISTRICT II,96950,2,2,1,0,1,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA DISTRICT ONE,96950,1,1,0,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA DISTRICT THREE,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA DISTRICT TWO,96950,2,2,1,1,0,0,2,"$5,088",$0,"$1,076","$4,012",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOAH,96950,1,1,0,1,0,0,1,"$4,509",$0,"$1,076","$3,433",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA I,96950,3,3,1,2,0,0,1,"$1,884",$0,"$1,424",$460,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA II,96950,1,1,0,1,0,0,1,"$3,125",$0,"$1,076","$2,049",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA IIII,96950,1,1,1,0,0,0,1,"$9,637",$0,"$1,424","$8,213",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA IV,96950,2,2,0,2,0,0,2,"$10,592",$0,"$2,500","$8,092",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA ONE,96950,1,1,1,0,0,0,1,"$1,874",$0,$0,"$1,874",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA SAIPAN,96950,1,0,0,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANOA VILLAGE,96950,21,20,6,7,7,0,16,"$65,144",$0,"$13,796","$51,348",16,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALANKANOA VILLAGE,96950,1,1,0,0,1,0,1,"$7,829",$0,"$1,076","$6,753",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KANUA,96950,1,1,0,1,0,0,1,"$2,238",$0,"$1,424",$814,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KIYA,96950,74,72,26,32,14,0,63,"$232,556",$0,"$60,432","$172,124",62,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KIYA VILLAGE,96950,4,4,1,2,1,0,3,"$12,869",$0,"$3,480","$9,389",3,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALANKIYA VILLAGE,96950,1,1,0,1,0,0,1,"$5,189",$0,"$1,424","$3,765",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KONA,96950,2,2,1,1,0,0,1,"$1,424",$0,"$1,424",$0,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN  KONOA,96950,1,1,0,1,0,0,1,"$1,859",$0,$0,"$1,859",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN KONOA,96950,9,9,3,5,1,0,6,"$35,685",$0,"$7,420","$28,265",5,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LA LAU,96950,1,1,1,0,0,0,1,"$2,295",$0,$0,"$2,295",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LAO LAO,96950,1,1,0,0,1,0,1,"$1,576",$0,"$1,076",$500,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LAOLAO,96950,1,1,0,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LAU LAU,96950,24,23,11,6,6,0,18,"$45,726",$0,"$10,348","$35,378",18,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LAULAU,96950,33,31,14,10,7,0,23,"$74,024",$0,"$21,050","$52,974",23,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LAULAU SAIPAN,96950,1,0,0,0,0,0,1,$500,$0,$0,$500,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LAU LAU VILLAGE,96950,1,1,0,1,0,0,1,"$1,924",$0,"$1,424",$500,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LAULAU VILLAGE,96950,2,2,1,1,0,0,2,"$4,166",$0,"$1,076","$3,090",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LAU LUA,96950,1,1,0,1,0,0,1,"$1,424",$0,"$1,424",$0,1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN LU LU,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN MONSIGNOR,96950,1,1,0,1,0,0,1,"$4,090",$0,"$1,424","$2,666",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN MONSITNOR KOBLERVILLE,96950,1,1,0,1,0,0,1,"$6,346",$0,"$1,424","$4,922",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN PAIO,96950,1,1,1,0,0,0,1,"$3,602",$0,$0,"$3,602",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN PAU,96950,1,1,0,0,1,0,1,"$4,312",$0,"$1,424","$2,888",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN PIAO,96950,94,91,24,36,31,0,86,"$366,315",$0,"$91,688","$274,628",81,5,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALANPIAO,96950,1,1,0,1,0,0,1,"$6,424",$0,"$1,076","$5,348",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN PIAO VILLAGE,96950,3,3,0,2,1,0,2,"$6,239",$0,"$1,076","$5,163",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN PIO,96950,2,2,1,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN PIOA,96950,1,1,0,1,0,0,1,"$4,826",$0,"$2,056","$2,770",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN PLAO,96950,1,1,0,1,0,0,1,"$9,897",$0,"$2,056","$7,841",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALAN TUN,96950,1,1,0,1,0,0,1,"$3,667",$0,"$1,424","$2,243",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALEM KANOA,96950,1,1,0,0,1,0,1,"$6,172",$0,"$1,076","$5,096",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALEN KANOA,96950,3,3,2,1,0,0,2,"$11,011",$0,$0,"$11,011",2,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALLAN PIAO,96950,1,1,0,1,0,0,1,"$4,566",$0,"$2,056","$2,510",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHALON KANOA,96950,3,3,1,0,2,0,1,"$5,164",$0,"$1,076","$4,088",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHANAKA KANOA,96950,1,1,0,0,1,0,1,"$12,176",$0,"$2,056","$10,120",0,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHANA KANOA,96950,1,1,0,1,0,0,1,"$4,085",$0,"$1,424","$2,661",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHANLAN LAU LAU,96950,1,1,0,0,1,0,1,"$4,284",$0,"$1,076","$3,208",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHELAN KANOA,96950,1,1,0,0,1,0,1,"$6,344",$0,"$1,076","$5,268",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHINATOWM,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHINA TOWN,96950,64,64,35,20,9,0,54,"$134,560",$0,"$32,785","$101,775",54,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHINATOWN,96950,35,35,18,11,6,0,25,"$59,385",$0,"$16,938","$42,447",24,1,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHINA TOWN VILLAGE,96950,5,5,0,2,3,0,5,"$22,908",$0,"$6,360","$16,548",5,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHINA TWON,96950,1,1,1,0,0,0,1,"$1,743",$0,$0,"$1,743",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CHLANKANOA,96950,1,1,0,1,0,0,1,"$5,226",$0,"$1,424","$3,802",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),CKCHALAN KANOA,96950,1,1,1,0,0,0,1,"$1,659",$0,$0,"$1,659",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),COBBLERVILLE,96950,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DAD DAN HOMESTEAD,96950,1,1,1,0,0,0,1,"$4,640",$0,"$2,224","$2,416",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DAN DAN,96950,120,118,41,51,26,0,99,"$399,188",$0,"$126,876","$272,312",96,3,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DANDAN,96950,203,202,65,95,42,0,176,"$683,723",$0,"$186,800","$496,923",173,3,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DAN DAN HOMESTEAD,96950,1,1,1,0,0,0,1,"$2,764",$0,"$1,076","$1,688",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DANDAN HOMESTEAD,96950,1,1,0,0,1,0,1,"$6,681",$0,"$2,056","$4,625",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DANDAN LOWER DANDAN,96950,1,1,0,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DAN DAN VILLAGE,96950,8,8,5,2,1,0,6,"$10,211",$0,"$3,386","$6,825",6,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DANDAN  VILLAGE,96950,1,1,0,1,0,0,1,"$4,114",$0,"$1,076","$3,038",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DANDAN VILLAGE,96950,27,26,8,13,5,0,23,"$92,532",$0,"$28,051","$64,481",23,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),DANDON VILLAGE,96950,1,1,0,1,0,0,1,"$5,148",$0,"$1,076","$4,072",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ESPANA GUALORAI,96950,1,1,0,1,0,0,1,"$3,685",$0,"$1,076","$2,609",1,0,0,0,"4404, MP, Saipan (Municipality)"
4404,MP,Saipan (Municipality),ESTERLEJE VILLAGE,96950,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4404, MP, Saipan (Municipality)"
