disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,hash,lastRefresh
1386,,,,,7390259.93,837090.99,6533634.13,2020-01-04T00:00:00.000Z,,a1a38567b9e08644e4e42c17d0ae9174,2020-01-04T03:23:28.932Z
1341,,,,,,,,,,e999e2e507858f382bb042a9bad32244,2019-10-10T20:03:57.403Z
1411,,,,,6678555.87,2655782.18,4010838.23,2020-01-04T00:00:00.000Z,,333b0a948906f2ff1fe5ebe525ee2d76,2020-01-04T03:23:28.895Z
1366,,,,,2697313.17,912342.82,1767548.6,2020-01-04T00:00:00.000Z,,448453b8af3636b32b1ef8fb429de910,2020-01-04T03:23:28.936Z
1436,,,,,6719649.01,999661.03,5784955.93,2020-01-04T00:00:00.000Z,,2192c85cd4351cf271dfa31b227dcf43,2020-01-04T03:23:28.731Z
1391,,,,,4732560097.4,2090168740.98,240887893.45,2020-01-04T00:00:00.000Z,,e152ecc9b1f8d367917b8c5387eac0a3,2020-01-04T03:23:28.894Z
1416,,,,,15595158.21,3410971.44,12179540.99,2020-01-04T00:00:00.000Z,,a0f1207b3a6b0617f9711f1df84e3411,2020-01-04T03:23:28.733Z
1434,,,,,,,,,,9ab641ff47d168867151f821bafacfff,2019-10-10T20:03:57.399Z
1414,,,,,8191992.39,1466923.96,6665537.25,2020-01-04T00:00:00.000Z,,5f7ca6a776d49bcdce15812be8594928,2020-01-04T03:23:28.738Z
1439,19827,57974742.1,31700420.63,26274321.47,,,,,2020-01-04T00:00:00.000Z,308d8a651aea3ab71c46a147cf164a26,2020-01-04T04:43:41.203Z
1351,,,,,682634.87,4604.47,686029.24,2020-01-04T00:00:00.000Z,,1231d0c347140ea72e8291a52a0400f3,2020-01-04T03:23:28.732Z
1376,,,,,23460073.66,4220258.24,18158271.52,2020-01-04T00:00:00.000Z,,fefb07fcea693010c9779d6b265dc815,2020-01-04T03:23:28.730Z
1401,,,,,109054038.02,24594047.06,83957589.48,2020-01-04T00:00:00.000Z,,9994b6505223d736dc4b9e43fb8a98d1,2020-01-04T03:23:28.734Z
1426,,,,,12698713.54,5084794.82,6625816.2,2020-01-04T00:00:00.000Z,,e651ee343a24e399ea60409e3c09f0c6,2020-01-04T03:23:28.943Z
1424,,,,,1428869.09,98133.91,1289354.48,2020-01-04T00:00:00.000Z,,07989ccb2cf303f63823670dadb3a5d7,2020-01-04T03:23:28.931Z
1437,,,,,71737126.44,38966068.43,32755054.37,2020-01-04T00:00:00.000Z,,7d472ce1efcaae5fbacbae345c345d2f,2020-01-04T03:23:28.723Z
1443,555,2028548.78,640454.36,1388094.42,20182808.77,1810120.86,18509601.88,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,6170a528f710c13589ab6fd70a7f85f6,2020-01-04T04:43:41.120Z
1465,935,2305722.55,1229822.49,1075900.06,4366087.01,2280285.57,1914677.82,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,98e27be94aec22e6ebe3e1f3dfe51af9,2020-01-04T04:43:41.119Z
1450,,,,,9586323.53,2695557.88,6896190.82,2020-01-04T00:00:00.000Z,,7e57892e4016fa8ecaebca0c94f95293,2020-01-04T03:23:28.953Z
1460,6659,14538920.62,3835447.42,10703473.2,,,,,2020-01-04T00:00:00.000Z,cc92112a294ca376b67204149958170c,2020-01-04T04:43:41.205Z
1485,1155,2965355.19,2462966.1,502389.09,28586080.4,1355369.03,27283122.91,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,e280a8dc16c12cf069ba3c4e973c7439,2020-01-04T04:43:41.096Z
1441,412,1880461.2,741924.97,1138536.23,3202892.95,1353453.47,1716011.76,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,1446d76759d0e29ac6aae902e251b966,2020-01-04T04:43:41.122Z
1453,1559,2609145.45,1614171.25,994974.2,31856038.61,13005035.17,18927692.15,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,bafebfb8904d5a634b3d7d590aab2a69,2020-01-04T04:43:41.106Z
1475,2558,6621705.06,4682638.07,1939066.99,8904595.58,484092.83,8367825.54,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,bf386c16e0b77ed848a99255e6fd5e60,2020-01-04T04:43:41.122Z
1454,3451,9369739.03,6856715.41,2513023.62,36424884.27,17183377.43,19144277.15,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,a89516f70d6143b28c0c3198c4aefaf6,2020-01-04T04:43:41.114Z
1479,8552,20213296.06,11924830.34,8288465.72,17889243.31,4631163.81,13121953.46,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,054e354b661528fb42dfd7be48646b00,2020-01-04T04:43:41.113Z
1451,,,,,3939783.19,2348210.19,1556086.46,2020-01-04T00:00:00.000Z,,92f296013f213b7aad57a24960aa2721,2020-01-04T03:23:28.901Z
1476,4409,13386838.38,9783608.01,3603230.37,6936604.6,2782537.86,4200530.19,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,a1f61c67f6fa9aabc48e79ddd6a3bee6,2020-01-04T04:43:41.122Z
1444,127,579893.02,297240.48,282652.54,,,,,2020-01-04T00:00:00.000Z,f1ebc83282449616e8b05e6e70b634eb,2020-01-04T04:43:41.096Z
1469,449,1644357.98,787056.7,857301.28,,,,,2020-01-04T00:00:00.000Z,f45bd7fa4c78e676d2edfc6c5adcf665,2020-01-04T04:43:41.105Z
1440,272,470371.72,376188.66,94183.06,18277293.72,1008608.59,17179138.74,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,1f5b4b57624cacfe62634c32eb3edd8a,2020-01-04T04:43:41.123Z
1466,23660,50014084.62,22764616.08,27249468.54,12587894.04,1980409.16,10416249.31,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,8b0d82751970b5f42da4440905d1e54b,2020-01-04T04:43:41.103Z
1464,5956,22160601.08,9065299.34,13095301.74,38797058.53,16607328.23,21975368.26,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,762de022d4ce30b3ae67e2d1ba4635c2,2020-01-04T04:43:41.204Z
1489,,,,,973986.52,58721.15,933375.05,2020-01-04T00:00:00.000Z,,4892bae5743d68164669cfb1400a06d2,2020-01-04T03:23:28.931Z
1461,346,789831.28,599410,190421.28,1910455.43,546004.4,1205199.83,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,63c27a8010d6b31d498cb438b01703bd,2020-01-04T04:43:41.111Z
1448,,,,,86565179.7,73888055.9,12258236.08,2020-01-04T00:00:00.000Z,,1389099e307162db7e62f49634d8ded6,2020-01-04T03:23:28.740Z
1445,199,509173.67,461070.95,48102.72,8721045.16,441657.36,8028649.4,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,5729411a10fa9157debfa7947920e71f,2020-01-04T04:43:41.097Z
1470,124,740552.45,390852.02,349700.43,,,,,2020-01-04T00:00:00.000Z,04701a0fab0738c59a29c4241ac3c058,2020-01-04T04:43:41.104Z
1455,2200,5431111.2,4371300.36,1059810.84,9335774.41,4245056.75,5200730.17,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,49309aef07d54d776d5c96679e66b1a3,2020-01-04T04:43:41.117Z
1449,,,,,2603436.29,92330.13,2464159.91,2020-01-04T00:00:00.000Z,,e3d71a52707267150d0b3faf9caf30cf,2020-01-04T03:23:28.949Z
1480,,,,,3891329.31,432930.23,3452546.54,2020-01-04T00:00:00.000Z,,2b94b26df4fb72a2b83f274310282d6e,2020-01-04T03:23:28.938Z
1474,3559,10877948.83,8093288.65,2784660.18,4833478.25,992958.11,3853581.36,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,3f427050327aa1bfc8cea247304f2227,2020-01-04T04:43:41.122Z
1459,9408,18270709.28,7651000.29,10619708.99,5991973.09,559485.46,5471976.93,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,f6ee6b265356c1eba6351d5fb6b5b14a,2020-01-04T04:43:41.095Z
1446,20699,125463060.64,43407641.42,82055419.22,56986504.09,12598628,42212978.84,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,ba24c488ef13a13fae6786b1f5180910,2020-01-04T04:43:41.112Z
1484,46108,74778371.61,36715451.25,38062920.36,10875976.79,1583993.66,9322353.13,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,4345de14b363aad44e6b47bff10ba91b,2020-01-04T04:43:41.096Z
1456,,,,,6239034.16,754985.05,5428511.09,2020-01-04T00:00:00.000Z,,7191205c57cdb53630abb4401134a1d9,2020-01-04T03:23:28.940Z
1471,1123,4108811.57,2808922.31,1299889.26,4993708.33,387792.63,4561494.65,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,d606f3c91195f625141340d09c99e5fb,2020-01-04T04:43:41.120Z
1481,,,,,11748193.16,3671390.7,7769368.33,2020-01-04T00:00:00.000Z,,89797067721e2e071716a97cf3767e60,2020-01-04T03:23:28.735Z
1494,344,1459279.09,1015627.62,443651.47,2216218.88,1798695.81,362348.24,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,30f38b031fc9bd99e71143d877528f42,2020-01-04T04:43:41.121Z
1519,15716,19193921.3,13999401.04,5194520.26,10648040.68,1569652.38,9122880.76,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,13de23888351a42849ad02e09d59d981,2020-01-04T04:43:41.116Z
1499,700,2735259.91,1660130.53,1075129.38,9125551.24,1569833.28,6580370.83,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,d16d410d95d5209a81afb1ea64b9296c,2020-01-04T04:43:41.119Z
1486,901,1792438.3,1551072.1,241366.2,23721241.42,1428016.65,21731225.98,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,0f5b4d15ca78f43ee07760dd7293872c,2020-01-04T04:43:41.094Z
1524,573,1396915.31,1044648.29,352267.02,,,,,2020-01-04T00:00:00.000Z,b68d795c94d59b8943bff777eb94be12,2020-01-04T04:43:41.102Z
1511,1768,8112928.87,6374506.02,1738422.85,13797356.33,859301.52,12678864.48,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,12daf00a3eff13a85f1e1e6001c12d8a,2020-01-04T04:43:41.095Z
1491,29177,57048028.63,33948484.29,23099544.34,204913750.38,178024945.68,27447793.49,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,8f8ac2322ecbc9c7cec4ed7eb72b1fb6,2020-01-04T04:43:41.103Z
1536,507,1465037.44,1360295.78,104741.66,,,,,2020-01-04T00:00:00.000Z,8f4a5237bf6daeb88d22fd60bf038648,2020-01-04T04:43:41.104Z
1516,,,,,7053105.35,314401.38,6763407.63,2020-01-04T00:00:00.000Z,,6b747e6927d0b1e0325f214e9dbf4aec,2020-01-04T03:23:28.733Z
1458,849,2242480.28,1213932.96,1028547.32,13709082.34,9032940.4,4639768.12,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,46611ecc4c0ec939c47122b6fe92f4ed,2020-01-04T04:43:41.117Z
1541,3980,13836392.68,9147550.58,4688842.1,6334210.46,1369348.37,4288055.7,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,eb8a44aef6ab832e8f6a577e14565c99,2020-01-04T04:43:41.122Z
1483,,,,,868596.02,,886885.52,2020-01-04T00:00:00.000Z,,5081dcbae8d056a4ae370132a58cffaf,2020-01-04T03:23:28.927Z
1463,2423,8779157.72,4444964.35,4334193.37,19562866.28,7127084.88,12269180.76,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,93f6704d84ecd4c39a13ff18f7aaeabc,2020-01-04T04:43:41.116Z
1508,,,,,2411749.43,133142.71,2278606.72,2020-01-04T00:00:00.000Z,,78af62189bd2c3783f3151ca6bb531d9,2020-01-04T03:23:28.912Z
1488,,,,,966610.05,47365.55,923052.27,2020-01-04T00:00:00.000Z,,be8e7a6fdc57fe34a116c46d0e98a4a9,2020-01-04T03:23:28.933Z
1505,3415,8134432.06,7834700.93,299731.13,47773159.64,6230771.35,40506647.12,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,61dd3bc70e11e4babdaec510be41f327,2020-01-04T04:43:41.094Z
1513,273,749315.3,493902.39,255412.91,1913550.92,800920.84,1123487.03,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2848166dd4e136e24d839a259867e608,2020-01-04T04:43:41.119Z
1530,4156,9640959.42,7850466.61,1790492.81,7337467.8,2462711.75,4594348.95,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,324ce48200d145adcc223c87ea4b5a78,2020-01-04T04:43:41.111Z
1510,,,,,10289394.05,6877869.17,3473033.53,2020-01-04T00:00:00.000Z,,ddfb03042405c90de881356eecf41dbb,2020-01-04T03:23:28.934Z
1555,953,3439214.02,2499993.13,939220.89,,,,,2020-01-04T00:00:00.000Z,c0e82371e0dd848384772416fd75f1ea,2020-01-04T04:43:41.117Z
1457,,,,,15296905.63,13577163.25,1363858.63,2020-01-04T00:00:00.000Z,,04f069409c45eaba0287927ac26c4717,2020-01-04T03:23:28.942Z
1504,,,,,1225379.55,329528.86,828091.03,2020-01-04T00:00:00.000Z,,3816ae593864a46e796e72f865cc1613,2020-01-04T03:23:28.947Z
1482,19150,20592021.41,5813443.59,14778577.82,35430275.15,13078927.79,22317471.37,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,1dc33ed73b740eb148ffad83e270d572,2020-01-04T04:43:41.103Z
1529,,,,,21025562.11,15648947.84,5258243.16,2020-01-04T00:00:00.000Z,,31553510d9f83504b28ff3dd5a825771,2020-01-04T03:23:28.958Z
1509,,,,,16188809.94,9068111.07,6869111.28,2020-01-04T00:00:00.000Z,,af4535c1f01c6cf9d43c23f864b8980a,2020-01-04T03:23:28.941Z
1496,,,,,1492914.01,575889.64,918931.86,2020-01-04T00:00:00.000Z,,41bf92c7571fdcfb8b9a0a44bd7cf5b9,2020-01-04T03:23:28.723Z
1534,,,,,18467868.44,692710.15,16073397.04,2020-01-04T00:00:00.000Z,,ecb8e512eb98f82f5137ba99d0a44a1a,2020-01-04T03:23:28.910Z
1521,4176,5900558.36,3293656.58,2606901.78,,,,,2020-01-04T00:00:00.000Z,55ab9acf89fcea3a2d13c4fe76d68774,2020-01-04T04:43:41.117Z
1501,41875,58083771.07,16977312,41106459.07,7133712.69,1178384.43,5382315.63,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,b0b24a866520940f6d08f9b423fecb77,2020-01-04T04:43:41.120Z
1526,3880,6568870.2,5100075.05,1468795.15,10868369.16,1734839.25,9087357.76,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,5977b97608cb191ce5150bea77ea9ff9,2020-01-04T04:43:41.106Z
1535,,,,,10223840.2,833386.98,9138256.14,2020-01-04T00:00:00.000Z,,d78b9fade6a971de19b37e8cb8f501cf,2020-01-04T03:23:28.914Z
1551,79390,164517307.53,77889008.09,86628299.44,695021414.57,343273737.11,344704571.33,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,d869bc212efad8f03933b6a2543c11c3,2020-01-04T04:43:41.206Z
1560,,,,,15368109.08,4014469.39,11113158.18,2020-01-04T00:00:00.000Z,,9a7b29925b282586d972ce11f745eb1d,2020-01-04T03:23:29.352Z
1473,4499,9679012.66,4961914.5,4717098.16,1509996.41,144601.1,1291674.65,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,0ca3ced5f50cfdaad804b0a32b7b4790,2020-01-04T04:43:41.121Z
1462,518,2518800.62,1530744.62,988056,6146361.95,1469244.43,4615802.99,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,99148ef9c756870c9e43784df024dd9e,2020-01-04T04:43:41.120Z
1487,2972,8231038.84,6576154.9,1654883.94,,,,,2020-01-04T00:00:00.000Z,08dae00fd857f21c4f85fb962735571b,2020-01-04T04:43:41.095Z
1498,10588,33842082.4,9327997.51,24514084.89,108149061.65,85290020.19,20414640.46,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,24e5f16ba7e375bb0aac8ded2167cc63,2020-01-04T04:43:41.108Z
1495,1,1756.2,1756.2,,8683492.28,534547.26,8175107.84,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,9b136bec95829e3dfb5fbfc9d744bff4,2020-01-04T04:43:41.107Z
1520,2432,5034664.25,3517498.8,1517165.45,4154202.26,1488548.35,2699195.9,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,e0e5fbc7858303e30fa5fdbd4f79858e,2020-01-04T04:43:41.093Z
1545,229577,411815685.98,192014228.39,219801457.59,682789667.24,381334364.01,293717284.41,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,db80f3ec6be05dc1bc4cca2b4d723dfa,2020-01-04T04:43:41.097Z
1447,559,3682703.79,1438319.22,2244384.57,5149451.95,1032707.62,3847738.96,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2155dec6e4ea581c5990725cfd5da485,2020-01-04T04:43:41.093Z
1472,3219,7297676.37,2955622.13,4342054.24,5305933.78,649888.94,4650221.11,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,12c42d7382ae22c6d4c2d71e1bb5ea15,2020-01-04T04:43:41.094Z
1514,,,,,4438216.91,723051.72,3767390.76,2020-01-04T00:00:00.000Z,,16a8f34fa5af03fa9979de1d2b012826,2020-01-04T03:23:28.908Z
1539,116769,208970753.97,91728356.27,117242397.7,611396718.48,423698341.17,178668076.31,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,1de332edca6548971916d16f597fee8c,2020-01-04T04:43:41.203Z
1506,8084,25921601.38,11710373.75,14211227.63,12192558.84,1295562.79,10619079.89,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,aaadcaeb7ab48eb0c816fc05126599a6,2020-01-04T04:43:41.112Z
1531,,,,,1058536.53,61083.53,988894.23,2020-01-04T00:00:00.000Z,,8113d4502e773a5f74f42ba78b9bfef9,2020-01-04T03:23:28.910Z
1556,6124,23662227.18,13809310.51,9852916.67,25804256.17,4029934.14,21814740.52,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2b2c635856c4c3d7ea5872a4bed04ecb,2020-01-04T04:43:41.120Z
1546,7790,21289503.58,12088046.88,9201456.7,18285916.76,2704333.28,15053049.44,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,7178e457d7703d347de19a91ab67390b,2020-01-04T04:43:41.112Z
1478,758,1980992.81,1468511.02,512481.79,,,,,2020-01-04T00:00:00.000Z,0a33a9934586572a9fad82d21e64b758,2020-01-04T04:43:41.093Z
1468,,,,,1741049.6,125789.02,1615260.58,2020-01-04T00:00:00.000Z,,67769c6ca960466fdf57ae78bf09c92b,2020-01-04T03:23:28.935Z
1503,,,,,1557788.66,25578.31,673704.71,2020-01-04T00:00:00.000Z,,f0458bb4ee523a3d820f3e80e556eac1,2020-01-04T03:23:28.913Z
1493,701,953918.36,665156.56,288761.8,4964970.09,4178036.2,828371.99,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,6c118f5574071574552e6c7a69863c43,2020-01-04T04:43:41.114Z
1500,5885,21655767.21,15159911.68,6495855.53,15753907.55,1906302.94,13828190.18,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,f10172c379ed985e0af969b1f51d2ed4,2020-01-04T04:43:41.105Z
1490,25950,45380866.63,23122365.52,22258501.11,70854431.54,50724584.41,19149915.85,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2d54a3e7101b505042caa63f4ffe62be,2020-01-04T04:43:41.123Z
1525,694,1558980.89,1279215.12,279765.77,,,,,2020-01-04T00:00:00.000Z,a092b7ee2a81ab543cafa63136480bb3,2020-01-04T04:43:41.121Z
1515,,,,,12621672.3,297264.96,11721614.21,2020-01-04T00:00:00.000Z,,801f6758cb8a041d087bc4d8f80fa46a,2020-01-04T03:23:28.735Z
1550,4531,8514432.84,6200742.72,2313690.12,14444569.46,10517748.67,4216944.26,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,768958b60bf3a26d8bf40ab458cca960,2020-01-04T04:43:41.112Z
1540,,,,,6365836.25,6301599.55,20750.69,2020-01-04T00:00:00.000Z,,81627cf884f9fccc9cb849cf25ba941c,2020-01-04T03:23:28.929Z
1452,,,,,4409312.27,466456.99,3847197.05,2020-01-04T00:00:00.000Z,,841d88294ea359ab11880235121189a2,2020-01-04T03:23:28.911Z
1442,530,3306085.11,1546858.08,1759227.03,12603404.04,11477322.11,1095358.52,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,be662d6d8f4565383730b456646a926c,2020-01-04T04:43:41.115Z
1477,,,,,5363459.27,1662748.86,3641438.96,2020-01-04T00:00:00.000Z,,12dc4a653528e3741dde1dbf9dd06a59,2020-01-04T03:23:28.926Z
1467,14864,25872687.19,6302770.87,19569916.32,18090813.62,16703264.74,1156582.59,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,4a620260830782597740405222a6458b,2020-01-04T04:43:41.107Z
1492,8691,33051507.87,23148436.23,9903071.64,40676530.89,24147326.33,16345973,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,fb6d218e6c61aa613d05d046382c6d09,2020-01-04T04:43:41.118Z
1544,3296,9262094.78,6458352.78,2803742,20783468.17,1704240.02,18952507.19,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,3cb1110720ac9023d9fec2a694f01fc2,2020-01-04T04:43:41.209Z
1554,1305,4243819.01,2991644.47,1252174.54,11948606.45,3334803.34,8317605.56,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,88a551f7ca4e05bcc279953f3f3178d7,2020-01-04T04:43:41.114Z
1569,1363,4210930.22,3076879.4,1134050.82,4045561.21,505296.22,3448743.72,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,7a9f86c3cba42b66cd3b8091ff164f6b,2020-01-04T04:43:41.105Z
1579,,,,,82381461.35,12537232.14,69295516.64,2020-01-04T00:00:00.000Z,,8913d1810fe245040df000b994a63830,2020-01-04T03:23:28.903Z
1571,,,,,12384097.04,177158.31,11905516.68,2020-01-04T00:00:00.000Z,,f47c86a15b3462baab2882bcc4202ad2,2020-01-04T03:23:28.952Z
1581,,,,,6186990.8,1331484.49,4610216.96,2020-01-04T00:00:00.000Z,,bc1f39f7c323eccf35feff646abd4c5d,2020-01-04T03:23:28.908Z
1528,,,,,3303885.65,1058389.36,2248031.59,2020-01-04T00:00:00.000Z,,06b3e4237aa491959588ce84410e131b,2020-01-04T03:23:28.893Z
1570,661,2275380.47,1479351.47,796029,,,,,2020-01-04T00:00:00.000Z,b88e7377f08ddcd3a25f4c38b446fec9,2020-01-04T04:43:41.104Z
1497,267,1009837,635579.11,374257.89,,,,,2020-01-04T00:00:00.000Z,06e2b866ec93a68378451d2d3e45078a,2020-01-04T04:43:41.096Z
1507,507,1238534.8,986202.99,252331.81,11703087.98,933998.65,10773864.15,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,bf04c2844b4664e21f3db1221a471d38,2020-01-04T04:43:41.114Z
1522,6234,19563069.34,14778111.19,4784958.15,9399463.79,3266574.69,6192032.93,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,db0447f29f30f80fb14df274b5cfc2c3,2020-01-04T04:43:41.115Z
1532,,,,,1907631.53,469793.62,1272345.58,2020-01-04T00:00:00.000Z,,a960eb6a31df325029086727bce96034,2020-01-04T03:23:28.731Z
1547,,,,,12821500.42,4499165.39,8274409.55,2020-01-04T00:00:00.000Z,,adb202c401f1b61ebf95565cfacfb9a1,2020-01-04T03:23:28.943Z
1557,25102,86766316.64,58004959.82,28761356.82,85266594.98,11140881.68,74104765.3,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,97b550a62a184148377c404148cde11f,2020-01-04T04:43:41.202Z
1572,,,,,834072.23,247469.71,574363.07,2020-01-04T00:00:00.000Z,,4e3329589949bf0a9f1a1083325eb4ab,2020-01-04T03:23:28.906Z
1564,2198,2883537.86,1738636.54,1144901.32,14073648.07,852726.57,11332070.41,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,89d4fc31a2de487847b1fa8152db3e65,2020-01-04T04:43:41.204Z
1559,,,,,2348737.81,12556.72,2344966.96,2020-01-04T00:00:00.000Z,,e9eb405a33154c0cbe9187b6ad410234,2020-01-04T03:23:28.928Z
1566,4399,7240598.76,5778026.85,1462571.91,,,,,2020-01-04T00:00:00.000Z,601099d95d5502e0a962704c8def7711,2020-01-04T04:43:41.212Z
1561,180826,398620293.65,199814423.84,198805869.81,520360976.27,381831940.52,132853091.55,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,d29689650b666363c0bc250a79c21c72,2020-01-04T04:43:41.111Z
1523,6750,21878709.14,14568555.25,7310153.89,17498353.8,1933408.39,15543366.98,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2cf1348fc706b009cc357cf4e39cf202,2020-01-04T04:43:41.095Z
1580,8205,10017388.91,4306096.86,5711292.05,97938844.86,15498901.21,82705823.9,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,369799a86424a897f571f69bf86bcdc3,2020-01-04T04:43:41.113Z
1518,3112,6190448.7,5034199.56,1156249.14,14795285.63,2976622.78,11464342.66,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,1fb2075ded16af6a1c49bb9d22dd2bf4,2020-01-04T04:43:41.105Z
1517,392,829908.94,485999.91,343909.03,13351657.77,2023872.79,11322151.73,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,cafcf4732016cf8684b11fa025243b6b,2020-01-04T04:43:41.106Z
1575,,,,,18589306.34,9095619.04,8842387.44,2020-01-04T00:00:00.000Z,,c0ba857d931b4776f37ddbba5763787b,2020-01-04T03:23:28.893Z
1542,,,,,2900653.17,877713.3,2041233.57,2020-01-04T00:00:00.000Z,,d7b3c9f4aadddeeb83ed0a072649ecef,2020-01-04T03:23:28.944Z
1512,1584,2728345.06,2479114.65,249230.41,,,,,2020-01-04T00:00:00.000Z,de3b0f9e26732b8aba93c8c09d66ab33,2020-01-04T04:43:41.108Z
1567,,,,,1685028.81,29074.57,1074752.35,2020-01-04T00:00:00.000Z,,3f16da7f250f0f116f7953add8a57f21,2020-01-04T03:23:28.902Z
1537,,,,,3480615.66,974965.19,2486208.76,2020-01-04T00:00:00.000Z,,5ad340d23901af6fc5f398b7ad40c298,2020-01-04T03:23:28.898Z
1562,,,,,1681016.32,44273.78,1609629.69,2020-01-04T00:00:00.000Z,,008d638bb2340e999224694cda21fd03,2020-01-04T03:23:28.907Z
1549,89231,190193142.59,113359261.47,76833881.12,222148642.93,132796558.92,88114546.87,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,f31f2fbb4bc9f91303e6204c4d460951,2020-01-04T04:43:41.124Z
1574,,,,,8779277.11,815513.48,8043081.7,2020-01-04T00:00:00.000Z,,9fd93a9ec96fbf6e1f4d08dd62eaae64,2020-01-04T03:23:29.357Z
1576,,,,,6686129.28,1579311.48,5152382.17,2020-01-04T00:00:00.000Z,,33433afff2ac59cd7a92163388021923,2020-01-04T03:23:28.899Z
1565,536,1612140.93,1228390.3,383750.63,11575109.97,746267.96,9612411.85,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,ffb27a127db7de5d14c62c6fd24360d4,2020-01-04T04:43:41.119Z
