address,IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max,incidentType,fyDeclared
"4318, AR, Clay (County)",196467,36.0,29.0,6.0,1.0,0.0,1840,2.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Faulkner (County)",314455,41.0,28.0,12.0,1.0,0.0,294014,100.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Fulton (County)",125896,12.0,7.0,3.0,2.0,0.0,0,0,0,0,Severe Storm(s),2017.0
"4318, AR, Jackson (County)",47806,12.0,10.0,2.0,0.0,0.0,27338,8.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Lawrence (County)",91877,16.0,12.0,4.0,0.0,0.0,48210,12.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Prairie (County)",58682,11.0,9.0,2.0,0.0,0.0,3704,4.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Pulaski (County)",268467,78.0,74.0,3.0,1.0,0.0,113632,56.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Randolph (County)",781965,88.0,46.0,39.0,3.0,0.0,352952,120.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Saline (County)",190304,35.0,28.0,7.0,0.0,0.0,424182,88.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Washington (County)",447830,158.0,147.0,10.0,1.0,0.0,271672,108.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, White (County)",110905,19.0,17.0,1.0,1.0,1.0,13204,6.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Woodruff (County)",94475,26.0,24.0,2.0,0.0,0.0,26442,12.0,0.0,0.0,Severe Storm(s),2017.0
"4318, AR, Yell (County)",66727,8.0,6.0,1.0,1.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2017.0
"4326, MI, Bay (County)",670275,197.0,184.0,12.0,1.0,0.0,12419,8.0,0.0,0.0,Severe Storm(s),2017.0
"4326, MI, Gladwin (County)",74799,25.0,24.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2017.0
"4326, MI, Isabella (County)",1033392,411.0,400.0,11.0,0.0,0.0,262817,96.0,0.0,0.0,Severe Storm(s),2017.0
"4326, MI, Midland (County)",3063033,810.0,748.0,55.0,7.0,2.0,94645,32.0,0.0,0.0,Severe Storm(s),2017.0
"4331, WV, Harrison (County)",342138,39.0,25.0,11.0,3.0,1.0,20753,6.0,0.0,0.0,Severe Storm(s),2017.0
"4331, WV, Marion (County)",649835,127.0,110.0,12.0,5.0,2.0,76001,15.0,0.0,0.0,Severe Storm(s),2017.0
"4331, WV, Marshall (County)",556471,131.0,118.0,13.0,0.0,0.0,24788,12.0,0.0,0.0,Severe Storm(s),2017.0
"4331, WV, Wetzel (County)",887050,107.0,81.0,13.0,13.0,3.0,155714,32.0,0.0,0.0,Severe Storm(s),2017.0
"4332, TX, Aransas (County)",23539078,4848.0,4172.0,442.0,234.0,145.0,6244961,2457.0,1.0,0.0,Hurricane,2017.0
"4332, TX, Austin (County)",1034574,246.0,217.0,17.0,12.0,6.0,147171,77.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Bastrop (County)",686537,230.0,211.0,18.0,1.0,0.0,116132,59.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Bee (County)",713241,417.0,409.0,7.0,1.0,0.0,142334,189.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Brazoria (County)",65254466,12530.0,10060.0,1932.0,538.0,187.0,8983036,6275.0,3.0,0.0,Hurricane,2017.0
"4332, TX, Caldwell (County)",282150,60.0,51.0,8.0,1.0,0.0,14175,3.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Calhoun (County)",3893648,1930.0,1870.0,50.0,10.0,4.0,1009420,1017.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Chambers (County)",23549656,2559.0,1514.0,844.0,201.0,89.0,2018795,657.0,1.0,0.0,Hurricane,2017.0
"4332, TX, Colorado (County)",1158233,222.0,173.0,41.0,8.0,2.0,495407,210.0,0.0,0.0,Hurricane,2017.0
"4332, TX, DeWitt (County)",644071,279.0,266.0,12.0,1.0,0.0,129462,104.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Fayette (County)",4808045,307.0,146.0,47.0,114.0,73.0,278709,89.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Fort Bend (County)",87753355,15544.0,11847.0,2947.0,750.0,208.0,9141557,7350.0,8.0,2.0,Hurricane,2017.0
"4332, TX, Galveston (County)",88318632,12420.0,8744.0,3033.0,643.0,214.0,19815753,8180.0,6.0,0.0,Hurricane,2017.0
"4332, TX, Goliad (County)",591520,281.0,275.0,5.0,1.0,0.0,96038,82.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Gonzales (County)",254728,112.0,105.0,7.0,0.0,0.0,46626,55.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Grimes (County)",625044,119.0,100.0,17.0,2.0,0.0,24653,12.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Hardin (County)",33177228,3614.0,2477.0,512.0,625.0,388.0,2353641,1126.0,1.0,1.0,Hurricane,2017.0
"4332, TX, Harris (County)",579104624,87366.0,64519.0,17475.0,5372.0,2175.0,192057020,93166.0,124.0,34.0,Hurricane,2017.0
"4332, TX, Jackson (County)",449071,399.0,395.0,3.0,1.0,0.0,268118,378.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Jasper (County)",4179795,1151.0,1012.0,114.0,25.0,8.0,442358,443.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Jefferson (County)",143100757,18086.0,12135.0,4357.0,1594.0,697.0,34271617,14167.0,9.0,2.0,Hurricane,2017.0
"4332, TX, Karnes (County)",216324,83.0,81.0,1.0,1.0,1.0,29829,26.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Kleberg (County)",316129,247.0,244.0,3.0,0.0,0.0,114457,181.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Lavaca (County)",118710,68.0,66.0,2.0,0.0,0.0,22820,34.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Lee (County)",269079,68.0,61.0,5.0,2.0,1.0,23741,14.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Liberty (County)",26578209,3848.0,2858.0,759.0,231.0,92.0,2907645,1147.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Matagorda (County)",4352274,2868.0,2755.0,103.0,10.0,4.0,1359419,1973.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Montgomery (County)",32585405,5171.0,4018.0,796.0,357.0,181.0,6066320,2557.0,2.0,0.0,Hurricane,2017.0
"4332, TX, Newton (County)",3853197,862.0,735.0,98.0,29.0,13.0,213705,122.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Nueces (County)",11372937,6750.0,6558.0,160.0,32.0,12.0,7026099,7349.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Orange (County)",111665683,12574.0,7950.0,3263.0,1361.0,583.0,13079652,5036.0,1.0,1.0,Hurricane,2017.0
"4332, TX, Polk (County)",2892425,538.0,447.0,60.0,31.0,13.0,215343,156.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Refugio (County)",4438717,1059.0,955.0,70.0,34.0,21.0,910645,498.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Sabine (County)",113705,67.0,65.0,2.0,0.0,0.0,5864,7.0,0.0,0.0,Hurricane,2017.0
"4332, TX, San Jacinto (County)",7585926,952.0,671.0,196.0,85.0,34.0,388600,172.0,0.0,0.0,Hurricane,2017.0
"4332, TX, San Patricio (County)",11704934,4151.0,3902.0,188.0,61.0,36.0,5324244,2969.0,1.0,0.0,Hurricane,2017.0
"4332, TX, Tyler (County)",2134953,512.0,439.0,56.0,17.0,5.0,95916,106.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Victoria (County)",8337075,3723.0,3571.0,128.0,24.0,10.0,4705068,3704.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Walker (County)",1332525,386.0,352.0,30.0,4.0,2.0,350439,235.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Waller (County)",3486586,628.0,501.0,107.0,20.0,7.0,551770,266.0,0.0,0.0,Hurricane,2017.0
"4332, TX, Wharton (County)",12733134,1820.0,1305.0,394.0,121.0,45.0,2503685,1127.0,0.0,0.0,Hurricane,2017.0
"4335, VI, St. John (Island) (County-equivalent)",6687721,657.0,457.0,95.0,105.0,93.0,2213401,721.0,1.0,0.0,Hurricane,2017.0
"4335, VI, St. Thomas (Island) (County-equivalent)",18382325,2938.0,2385.0,403.0,150.0,97.0,12165536,4456.0,2.0,0.0,Hurricane,2017.0
"4336, PR, Canovanas (Municipio)",3025664,245.0,162.0,8.0,75.0,74.0,109218,44.0,0.0,0.0,Hurricane,2017.0
"4336, PR, Catano (Municipio)",292512,33.0,25.0,1.0,7.0,7.0,46780,32.0,0.0,0.0,Hurricane,2017.0
"4336, PR, Culebra (Municipio)",596628,80.0,64.0,6.0,10.0,9.0,101169,29.0,1.0,1.0,Hurricane,2017.0
"4336, PR, Dorado (Municipio)",821335,70.0,47.0,2.0,21.0,21.0,18157,17.0,0.0,0.0,Hurricane,2017.0
"4336, PR, Fajardo (Municipio)",364190,107.0,99.0,3.0,5.0,5.0,63538,56.0,0.0,0.0,Hurricane,2017.0
"4336, PR, Loiza (Municipio)",1178370,325.0,303.0,8.0,14.0,14.0,101699,66.0,0.0,0.0,Hurricane,2017.0
"4336, PR, Luquillo (Municipio)",386359,61.0,50.0,4.0,7.0,7.0,43254,30.0,0.0,0.0,Hurricane,2017.0
"4336, PR, Toa Baja (Municipio)",1422078,100.0,59.0,5.0,36.0,35.0,39144,22.0,0.0,0.0,Hurricane,2017.0
"4336, PR, Vega Baja (Municipio)",1184594,89.0,54.0,5.0,30.0,30.0,31444,23.0,0.0,0.0,Hurricane,2017.0
"4336, PR, Vieques (Municipio)",2275577,183.0,116.0,7.0,60.0,58.0,35530,28.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Alachua (County)",4398601,3003.0,2919.0,80.0,4.0,2.0,3209019,3522.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Baker (County)",901726,542.0,520.0,22.0,0.0,0.0,313053,373.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Blanco (County)",500,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
"4337, FL, Bradford (County)",2421264,811.0,714.0,93.0,4.0,3.0,481346,439.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Brevard (County)",16224098,8306.0,7920.0,349.0,37.0,16.0,9605169,9040.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Broward (County)",43738610,32860.0,32461.0,379.0,20.0,7.0,62561525,53951.0,5.0,0.0,Hurricane,2017.0
"4337, FL, Charlotte (County)",3299324,2252.0,2183.0,69.0,0.0,0.0,1958731,1989.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Citrus (County)",3203760,2749.0,2713.0,31.0,5.0,3.0,1437800,1656.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Clay (County)",7823573,2631.0,2390.0,172.0,69.0,18.0,2098574,1761.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Collier (County)",21837321,10876.0,10328.0,485.0,63.0,21.0,13805575,11156.0,2.0,1.0,Hurricane,2017.0
"4337, FL, Columbia (County)",2023038,1325.0,1282.0,39.0,4.0,1.0,920710,1071.0,0.0,0.0,Hurricane,2017.0
"4337, FL, DeSoto (County)",2612885,954.0,858.0,89.0,7.0,1.0,696720,739.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Dixie (County)",673467,467.0,458.0,6.0,3.0,1.0,158131,187.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Duval (County)",23228705,13205.0,12645.0,534.0,26.0,6.0,21238310,21041.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Flagler (County)",3806968,1405.0,1278.0,124.0,3.0,1.0,1410595,1145.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Gilchrist (County)",420067,283.0,279.0,4.0,0.0,0.0,141065,140.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Glades (County)",857035,377.0,362.0,13.0,2.0,1.0,192838,175.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Hamilton (County)",167984,86.0,86.0,0.0,0.0,0.0,14820,17.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Hardee (County)",2151395,813.0,748.0,57.0,8.0,2.0,526813,586.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Hendry (County)",3506548,1637.0,1566.0,61.0,10.0,4.0,1079675,1043.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Hernando (County)",4161059,2707.0,2641.0,58.0,8.0,2.0,1847501,1826.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Highlands (County)",6527620,3949.0,3828.0,108.0,13.0,3.0,3297110,3129.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Hillsborough (County)",16777190,13350.0,13119.0,213.0,18.0,9.0,22435699,23947.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Indian River (County)",2550175,1640.0,1581.0,57.0,2.0,1.0,1560747,1544.0,2.0,1.0,Hurricane,2017.0
"4337, FL, Lafayette (County)",222890,214.0,212.0,2.0,0.0,0.0,102440,124.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Lake (County)",7004691,5135.0,5051.0,76.0,8.0,7.0,4704967,4680.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Lee (County)",29653973,18175.0,17530.0,595.0,50.0,19.0,21767417,21248.0,1.0,0.0,Hurricane,2017.0
"4337, FL, Levy (County)",924852,874.0,863.0,9.0,2.0,0.0,361136,459.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Manatee (County)",5236083,3866.0,3784.0,81.0,1.0,0.0,5186367,5156.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Marion (County)",12092749,8895.0,8737.0,139.0,19.0,11.0,6838218,7273.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Martin (County)",1570458,1073.0,1048.0,21.0,4.0,3.0,1024118,988.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Miami-Dade (County)",86949088,62875.0,61963.0,853.0,59.0,23.0,136354931,116194.0,10.0,0.0,Hurricane,2017.0
"4337, FL, Monroe (County)",46107546,8149.0,6532.0,1257.0,360.0,116.0,20166447,8643.0,16.0,9.0,Hurricane,2017.0
"4337, FL, Nassau (County)",2290029,1230.0,1180.0,44.0,6.0,1.0,706103,634.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Okeechobee (County)",1691201,879.0,842.0,29.0,8.0,4.0,495569,515.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Orange (County)",20759680,16353.0,16109.0,221.0,23.0,9.0,27112262,27332.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Osceola (County)",6008588,3495.0,3366.0,124.0,5.0,2.0,4775658,4317.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Palm Beach (County)",24470052,18846.0,18679.0,155.0,12.0,4.0,32320639,27074.0,3.0,1.0,Hurricane,2017.0
"4337, FL, Pasco (County)",9781308,6664.0,6528.0,125.0,11.0,5.0,6870314,6763.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Pinellas (County)",22006255,20535.0,20441.0,88.0,6.0,1.0,23849298,24068.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Polk (County)",24667964,15652.0,15194.0,436.0,22.0,8.0,15454057,16014.0,1.0,0.0,Hurricane,2017.0
"4337, FL, Putnam (County)",5102615,3000.0,2890.0,101.0,9.0,6.0,1644445,1878.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Sarasota (County)",5944847,4638.0,4576.0,58.0,4.0,2.0,4417764,4170.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Seminole (County)",9605357,7050.0,6918.0,128.0,4.0,0.0,10566132,10210.0,0.0,0.0,Hurricane,2017.0
"4337, FL, St. Johns (County)",4898612,2333.0,2201.0,123.0,9.0,1.0,1546245,1398.0,0.0,0.0,Hurricane,2017.0
"4337, FL, St. Lucie (County)",7265582,3860.0,3682.0,171.0,7.0,0.0,5137065,4342.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Sumter (County)",2168769,1338.0,1302.0,30.0,6.0,4.0,626596,715.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Suwannee (County)",1087958,1017.0,1007.0,10.0,0.0,0.0,534983,667.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Union (County)",336820,190.0,181.0,9.0,0.0,0.0,136392,169.0,0.0,0.0,Hurricane,2017.0
"4337, FL, Volusia (County)",13579673,8818.0,8586.0,217.0,15.0,4.0,11395548,9826.0,0.0,0.0,Hurricane,2017.0
"4338, GA, Camden (County)",1678220,551.0,490.0,57.0,4.0,0.0,639494,651.0,0.0,0.0,Hurricane,2017.0
"4338, GA, Charlton (County)",252983,102.0,96.0,6.0,0.0,0.0,38904,36.0,0.0,0.0,Hurricane,2017.0
"4338, GA, Chatham (County)",2244242,1345.0,1296.0,47.0,2.0,0.0,2614352,2873.0,0.0,0.0,Hurricane,2017.0
"4338, GA, Coffee (County)",204005,116.0,114.0,2.0,0.0,0.0,18488,27.0,0.0,0.0,Hurricane,2017.0
"4338, GA, Glynn (County)",2775350,1171.0,1085.0,83.0,3.0,1.0,1834193,1806.0,0.0,0.0,Hurricane,2017.0
"4338, GA, Liberty (County)",514324,152.0,139.0,11.0,2.0,1.0,194901,210.0,0.0,0.0,Hurricane,2017.0
"4338, GA, McIntosh (County)",529741,245.0,231.0,12.0,2.0,0.0,97805,107.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Adjuntas (Municipio)",9766618,2102.0,1818.0,222.0,62.0,41.0,1550385,746.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Aguada (Municipio)",15830225,4089.0,3616.0,410.0,63.0,38.0,1818545,1048.0,1.0,0.0,Hurricane,2017.0
"4339, PR, Aguadilla (Municipio)",11518240,3850.0,3569.0,241.0,40.0,23.0,3841369,2310.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Aguas Buenas (Municipio)",9823953,2610.0,2334.0,222.0,54.0,41.0,1567573,1020.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Aibonito (Municipio)",13829982,2958.0,2539.0,322.0,97.0,57.0,2124094,1026.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Anasco (Municipio)",14644164,3279.0,2853.0,381.0,45.0,29.0,1635182,840.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Arecibo (Municipio)",32212026,9506.0,8574.0,814.0,118.0,65.0,6256858,3378.0,1.0,1.0,Hurricane,2017.0
"4339, PR, Arroyo (Municipio)",7757895,2026.0,1815.0,155.0,56.0,31.0,1270360,711.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Barceloneta (Municipio)",10178365,3014.0,2741.0,239.0,34.0,16.0,1609369,922.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Barranquitas (Municipio)",16921116,4001.0,3543.0,362.0,96.0,65.0,3257258,1596.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Bayamon (Municipio)",34832912,14839.0,13996.0,644.0,199.0,125.0,10722998,9346.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Cabo Rojo (Municipio)",5357238,3249.0,3162.0,75.0,12.0,9.0,1080917,1154.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Caguas (Municipio)",27603203,10774.0,10120.0,513.0,141.0,96.0,8398718,6147.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Camuy (Municipio)",8226427,3036.0,2822.0,196.0,18.0,11.0,1044126,834.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Canovanas (Municipio)",26705531,6016.0,5215.0,612.0,189.0,139.0,3953219,1744.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Carolina (Municipio)",19322492,11412.0,11086.0,258.0,68.0,46.0,8457031,7751.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Catano (Municipio)",6210141,1961.0,1794.0,144.0,23.0,12.0,2053909,1597.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Cayey (Municipio)",16559777,4042.0,3519.0,393.0,130.0,95.0,2838002,1922.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Ceiba (Municipio)",4383013,1385.0,1299.0,66.0,20.0,14.0,999250,530.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Ciales (Municipio)",12314343,2449.0,2067.0,285.0,97.0,55.0,2088348,821.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Cidra (Municipio)",14335606,4142.0,3748.0,300.0,94.0,63.0,2492546,1579.0,1.0,0.0,Hurricane,2017.0
"4339, PR, Coamo (Municipio)",13810398,4135.0,3748.0,326.0,61.0,45.0,2342700,1357.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Comerio (Municipio)",14285243,2825.0,2376.0,341.0,108.0,75.0,2197150,935.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Corozal (Municipio)",20919764,4649.0,4021.0,489.0,139.0,98.0,2573367,1244.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Culebra (Municipio)",683055,142.0,125.0,6.0,11.0,8.0,176998,107.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Dorado (Municipio)",13303490,3751.0,3393.0,300.0,58.0,41.0,2116827,1168.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Fajardo (Municipio)",6003438,2911.0,2808.0,81.0,22.0,15.0,1967102,1493.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Florida (Municipio)",5374230,1501.0,1345.0,138.0,18.0,6.0,881523,432.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Guanica (Municipio)",3647478,1731.0,1669.0,49.0,13.0,9.0,591353,546.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Guayama (Municipio)",21305795,4508.0,3855.0,513.0,140.0,94.0,2941574,1559.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Guayanilla (Municipio)",5476205,2015.0,1907.0,85.0,23.0,19.0,735534,558.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Guaynabo (Municipio)",16510804,6564.0,6159.0,341.0,64.0,39.0,4040406,3484.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Gurabo (Municipio)",9699053,3743.0,3528.0,168.0,47.0,37.0,1868238,1255.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Hatillo (Municipio)",11034953,3260.0,2941.0,272.0,47.0,36.0,1384316,1029.0,1.0,1.0,Hurricane,2017.0
"4339, PR, Hormigueros (Municipio)",2154962,1238.0,1211.0,24.0,3.0,0.0,488447,461.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Humacao (Municipio)",25562509,7089.0,6470.0,458.0,161.0,109.0,5166577,2559.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Isabela (Municipio)",11023010,3223.0,2917.0,248.0,58.0,26.0,1594613,1132.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Jayuya (Municipio)",7917297,1644.0,1390.0,204.0,50.0,40.0,1040952,502.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Juana Diaz (Municipio)",18723548,5676.0,5188.0,408.0,80.0,57.0,2438723,1420.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Juncos (Municipio)",12906798,4420.0,4122.0,229.0,69.0,45.0,2863280,1754.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Lajas (Municipio)",3719895,1905.0,1834.0,64.0,7.0,4.0,612974,597.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Lares (Municipio)",6757161,2121.0,1928.0,168.0,25.0,14.0,1341960,804.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Las Marias (Municipio)",2922388,852.0,777.0,59.0,16.0,13.0,631630,295.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Las Piedras (Municipio)",11944285,4188.0,3945.0,177.0,66.0,46.0,2446099,1412.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Loiza (Municipio)",10773920,3244.0,2983.0,228.0,33.0,25.0,1413845,891.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Luquillo (Municipio)",3858764,1687.0,1608.0,62.0,17.0,14.0,1012119,745.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Manati (Municipio)",12695050,4154.0,3809.0,291.0,54.0,31.0,2683037,1824.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Maricao (Municipio)",2187492,589.0,540.0,38.0,11.0,11.0,445304,196.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Maunabo (Municipio)",7197737,1703.0,1520.0,132.0,51.0,41.0,813379,401.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Mayaguez (Municipio)",13769291,4996.0,4683.0,290.0,23.0,18.0,3916013,3494.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Moca (Municipio)",11598884,3239.0,2907.0,283.0,49.0,32.0,1389174,877.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Morovis (Municipio)",19478557,4029.0,3409.0,493.0,127.0,75.0,2226845,1157.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Naguabo (Municipio)",11651239,3095.0,2801.0,208.0,86.0,59.0,2273648,1156.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Naranjito (Municipio)",19298856,4096.0,3528.0,431.0,137.0,92.0,2420899,1137.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Orocovis (Municipio)",16281299,3634.0,3180.0,367.0,87.0,71.0,2005496,965.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Patillas (Municipio)",9564487,2290.0,2009.0,235.0,46.0,35.0,1147670,646.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Penuelas (Municipio)",6864120,2132.0,1977.0,121.0,34.0,21.0,810066,530.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Ponce (Municipio)",40773078,14199.0,13171.0,788.0,240.0,168.0,7375793,6752.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Quebradillas (Municipio)",4714310,1934.0,1824.0,104.0,6.0,4.0,822359,735.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Rincon (Municipio)",3857119,1382.0,1287.0,84.0,11.0,8.0,480005,377.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Rio Grande (Municipio)",14877472,5020.0,4676.0,257.0,87.0,60.0,2624867,1823.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Sabana Grande (Municipio)",2161298,1492.0,1460.0,29.0,3.0,1.0,425936,503.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Salinas (Municipio)",19482614,4188.0,3601.0,462.0,125.0,97.0,2350974,1106.0,0.0,0.0,Hurricane,2017.0
"4339, PR, San German (Municipio)",3778626,2383.0,2331.0,42.0,10.0,7.0,811611,1051.0,0.0,0.0,Hurricane,2017.0
"4339, PR, San Juan (Municipio)",36674386,19452.0,18752.0,577.0,123.0,86.0,25161813,25477.0,1.0,0.0,Hurricane,2017.0
"4339, PR, San Lorenzo (Municipio)",10260666,3732.0,3496.0,188.0,48.0,32.0,1656651,1173.0,0.0,0.0,Hurricane,2017.0
"4339, PR, San Sebastian (Municipio)",9432782,2909.0,2652.0,223.0,34.0,12.0,1626614,1114.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Santa Isabel (Municipio)",8661977,2700.0,2476.0,190.0,34.0,27.0,1841122,912.0,0.0,0.0,Hurricane,2017.0
"4339, PR, Toa Alta (Municipio)",23102312,6269.0,5563.0,506.0,200.0,146.0,2566131,1792.0,1.0,0.0,Hurricane,2017.0
"4339, PR, Toa Baja (Municipio)",41465936,9583.0,8344.0,1091.0,148.0,84.0,9033749,3574.0,0.0,0.0,Hurricane,2017.0
