address,IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max,incidentType,fyDeclared
"4223, TX, Rusk (County)",328765,68.0,59.0,7.0,2.0,2.0,37614,19.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Shelby (County)",65938,16.0,15.0,0.0,1.0,0.0,2925,2.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Smith (County)",51413,25.0,25.0,0.0,0.0,0.0,3026,2.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Travis (County)",818462,155.0,125.0,29.0,1.0,1.0,131401,49.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Trinity (County)",31885,13.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Van Zandt (County)",437340,51.0,39.0,3.0,9.0,9.0,343436,65.0,2.0,2.0,Severe Storm(s),2015.0
"4223, TX, Walker (County)",507018,121.0,105.0,15.0,1.0,1.0,64313,23.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Wharton (County)",147829,31.0,24.0,7.0,0.0,0.0,7414,6.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Wichita (County)",244250,59.0,53.0,6.0,0.0,0.0,16488,11.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Williamson (County)",764189,121.0,93.0,27.0,1.0,0.0,436260,81.0,0.0,0.0,Severe Storm(s),2015.0
"4223, TX, Wise (County)",446252,75.0,62.0,7.0,6.0,5.0,25330,13.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Crawford (County)",77494,48.0,47.0,1.0,0.0,0.0,14515,7.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Garland (County)",74140,11.0,9.0,1.0,1.0,1.0,0,0.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Howard (County)",86909,13.0,10.0,2.0,1.0,1.0,17801,6.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Jefferson (County)",400620,71.0,58.0,11.0,2.0,0.0,16180,5.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Little River (County)",129912,27.0,23.0,3.0,1.0,1.0,21349,8.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Miller (County)",115101,12.0,8.0,2.0,2.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Perry (County)",91525,9.0,5.0,4.0,0.0,0.0,5458,2.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Sebastian (County)",68206,22.0,20.0,2.0,0.0,0.0,8439,4.0,0.0,0.0,Severe Storm(s),2015.0
"4226, AR, Sevier (County)",37600,10.0,9.0,1.0,0.0,0.0,6667,3.0,0.0,0.0,Severe Storm(s),2015.0
"4227, WY, Johnson (County)",101064,42.0,40.0,2.0,0.0,0.0,6700,3.0,0.0,0.0,Flood,2015.0
"4227, WY, Niobrara (County)",1072227,83.0,44.0,24.0,15.0,12.0,113356,20.0,1.0,0.0,Flood,2015.0
"4235, MP, Saipan (Municipality)",18072950,2410.0,1755.0,571.0,84.0,29.0,7007229,2453.0,1.0,1.0,Typhoon,2015.0
"4237, SD, Oglala Sioux Tribe of the Pine Ridge Reservation",362777,259.0,258.0,0.0,1.0,0.0,76507,67.0,0.0,0.0,Severe Storm(s),2015.0
"4239, KY, Breathitt (County)",617010,154.0,141.0,13.0,0.0,0.0,12550,6.0,0.0,0.0,Severe Storm(s),2015.0
"4239, KY, Carter (County)",559939,127.0,113.0,10.0,4.0,3.0,25731,4.0,0.0,0.0,Severe Storm(s),2015.0
"4239, KY, Fleming (County)",75652,11.0,9.0,1.0,1.0,0.0,22542,2.0,0.0,0.0,Severe Storm(s),2015.0
"4239, KY, Johnson (County)",2708506,275.0,191.0,34.0,50.0,42.0,273857,47.0,0.0,0.0,Severe Storm(s),2015.0
"4239, KY, Leslie (County)",402505,128.0,123.0,5.0,0.0,0.0,21528,3.0,0.0,0.0,Severe Storm(s),2015.0
"4239, KY, Perry (County)",110945,27.0,24.0,3.0,0.0,0.0,942,1.0,0.0,0.0,Severe Storm(s),2015.0
"4239, KY, Rowan (County)",410988,77.0,66.0,10.0,1.0,1.0,48048,12.0,0.0,0.0,Severe Storm(s),2015.0
"4239, KY, Trimble (County)",235165,41.0,33.0,7.0,1.0,1.0,47353,9.0,0.0,0.0,Severe Storm(s),2015.0
"4240, CA, Calaveras (County)",4154531,342.0,227.0,10.0,105.0,86.0,1081918,154.0,0.0,0.0,Fire,2015.0
"4240, CA, Lake (County)",3116156,442.0,355.0,15.0,72.0,64.0,4394167,603.0,19.0,7.0,Fire,2015.0
"4241, SC, Bamberg (County)",193444,98.0,97.0,1.0,0.0,0.0,18619,13.0,0.0,0.0,Flood,2016.0
"4241, SC, Berkeley (County)",3548740,1287.0,1230.0,51.0,6.0,1.0,459709,175.0,0.0,0.0,Flood,2016.0
"4241, SC, Calhoun (County)",330427,170.0,169.0,1.0,0.0,0.0,59011,29.0,0.0,0.0,Flood,2016.0
"4241, SC, Charleston (County)",4790666,1603.0,1507.0,91.0,5.0,1.0,1461010,679.0,0.0,0.0,Flood,2016.0
"4241, SC, Clarendon (County)",2167092,904.0,871.0,32.0,1.0,0.0,469094,237.0,0.0,0.0,Flood,2016.0
"4241, SC, Colleton (County)",1153943,579.0,565.0,13.0,1.0,0.0,93398,51.0,0.0,0.0,Flood,2016.0
"4241, SC, Darlington (County)",1528737,692.0,674.0,17.0,1.0,1.0,135187,100.0,0.0,0.0,Flood,2016.0
"4241, SC, Dorchester (County)",3434315,880.0,778.0,94.0,8.0,1.0,844856,307.0,1.0,0.0,Flood,2016.0
"4241, SC, Fairfield (County)",136879,94.0,94.0,0.0,0.0,0.0,6693,7.0,0.0,0.0,Flood,2016.0
"4241, SC, Florence (County)",4606434,1587.0,1496.0,80.0,11.0,4.0,714717,370.0,0.0,0.0,Flood,2016.0
"4241, SC, Georgetown (County)",6247275,1068.0,880.0,119.0,69.0,45.0,628425,213.0,0.0,0.0,Flood,2016.0
"4241, SC, Greenville (County)",141438,68.0,65.0,3.0,0.0,0.0,11507,5.0,0.0,0.0,Flood,2016.0
"4241, SC, Greenwood (County)",422249,146.0,136.0,10.0,0.0,0.0,46756,16.0,0.0,0.0,Flood,2016.0
"4241, SC, Horry (County)",3894273,1264.0,1169.0,91.0,4.0,2.0,585232,240.0,0.0,0.0,Flood,2016.0
"4241, SC, Kershaw (County)",1088466,422.0,401.0,17.0,4.0,2.0,102567,51.0,0.0,0.0,Flood,2016.0
"4241, SC, Lee (County)",1162127,465.0,449.0,15.0,1.0,0.0,159149,90.0,0.0,0.0,Flood,2016.0
"4241, SC, Lexington (County)",4788840,1210.0,1083.0,99.0,28.0,7.0,976042,314.0,0.0,0.0,Flood,2016.0
"4241, SC, Marion (County)",351393,163.0,161.0,2.0,0.0,0.0,51999,25.0,0.0,0.0,Flood,2016.0
"4241, SC, Newberry (County)",148055,93.0,92.0,1.0,0.0,0.0,32803,18.0,0.0,0.0,Flood,2016.0
"4241, SC, Orangeburg (County)",2464845,1319.0,1294.0,25.0,0.0,0.0,334342,222.0,0.0,0.0,Flood,2016.0
"4241, SC, Richland (County)",15509894,4197.0,3833.0,285.0,79.0,45.0,4591340,1501.0,3.0,0.0,Flood,2016.0
"4241, SC, Spartanburg (County)",178787,76.0,73.0,3.0,0.0,0.0,20190,6.0,0.0,0.0,Flood,2016.0
"4241, SC, Sumter (County)",11125518,2435.0,2112.0,262.0,61.0,21.0,1809420,753.0,1.0,0.0,Flood,2016.0
"4241, SC, Williamsburg (County)",6500703,1672.0,1522.0,113.0,37.0,12.0,552417,253.0,0.0,0.0,Flood,2016.0
"4245, TX, Bastrop (County)",455574,65.0,50.0,11.0,4.0,2.0,109439,15.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Brazoria (County)",336340,34.0,25.0,3.0,6.0,5.0,22798,6.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Caldwell (County)",190529,38.0,33.0,4.0,1.0,1.0,70315,11.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Cameron (County)",348400,151.0,143.0,8.0,0.0,0.0,44536,24.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Comal (County)",320540,56.0,45.0,10.0,1.0,0.0,32150,10.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Galveston (County)",39302,12.0,12.0,0.0,0.0,0.0,16757,6.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Guadalupe (County)",96880,16.0,13.0,2.0,1.0,1.0,19960,4.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Hardin (County)",442343,76.0,56.0,20.0,0.0,0.0,19613,13.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Harris (County)",864405,196.0,169.0,27.0,0.0,0.0,578082,143.0,1.0,0.0,Severe Storm(s),2016.0
"4245, TX, Hays (County)",2122476,294.0,212.0,74.0,8.0,1.0,788397,157.0,2.0,1.0,Severe Storm(s),2016.0
"4245, TX, Hidalgo (County)",2721577,603.0,514.0,86.0,3.0,1.0,316315,95.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Liberty (County)",890731,205.0,179.0,24.0,2.0,0.0,75045,35.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Navarro (County)",811778,248.0,232.0,14.0,2.0,1.0,30339,16.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Travis (County)",5396209,428.0,204.0,162.0,62.0,25.0,972631,169.0,1.0,0.0,Severe Storm(s),2016.0
"4245, TX, Willacy (County)",415191,152.0,144.0,8.0,0.0,0.0,27088,17.0,0.0,0.0,Severe Storm(s),2016.0
"4245, TX, Wilson (County)",37492,7.0,5.0,2.0,0.0,0.0,11152,3.0,0.0,0.0,Severe Storm(s),2016.0
"4248, MS, Benton (County)",400761,31.0,18.0,3.0,10.0,10.0,38301,10.0,0.0,0.0,Severe Storm(s),2016.0
"4248, MS, Coahoma (County)",212160,29.0,23.0,2.0,4.0,2.0,82240,28.0,0.0,0.0,Severe Storm(s),2016.0
"4248, MS, Marshall (County)",840669,67.0,43.0,4.0,20.0,18.0,225969,34.0,3.0,2.0,Severe Storm(s),2016.0
"4248, MS, Monroe (County)",282321,40.0,28.0,11.0,1.0,1.0,24455,6.0,0.0,0.0,Severe Storm(s),2016.0
"4248, MS, Panola (County)",19585,6.0,6.0,0.0,0.0,0.0,10963,4.0,0.0,0.0,Severe Storm(s),2016.0
"4248, MS, Prentiss (County)",26273,2.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2016.0
"4248, MS, Quitman (County)",274183,28.0,21.0,1.0,6.0,4.0,49390,9.0,0.0,0.0,Severe Storm(s),2016.0
"4248, MS, Tippah (County)",366552,19.0,8.0,2.0,9.0,5.0,43107,12.0,0.0,0.0,Severe Storm(s),2016.0
"4250, MO, Barry (County)",85939,24.0,21.0,3.0,0.0,0.0,25916,11.0,0.0,0.0,Flood,2016.0
"4250, MO, Barton (County)",2606,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
"4250, MO, Camden (County)",287340,32.0,22.0,6.0,4.0,0.0,2986,1.0,0.0,0.0,Flood,2016.0
"4250, MO, Cape Girardeau (County)",181414,24.0,18.0,3.0,3.0,0.0,57323,14.0,0.0,0.0,Flood,2016.0
"4250, MO, Cole (County)",47104,10.0,9.0,1.0,0.0,0.0,8280,2.0,0.0,0.0,Flood,2016.0
"4250, MO, Crawford (County)",35696,9.0,8.0,1.0,0.0,0.0,0,0,0,0,Flood,2016.0
"4250, MO, Franklin (County)",1195133,113.0,76.0,16.0,21.0,8.0,444996,96.0,0.0,0.0,Flood,2016.0
"4250, MO, Gasconade (County)",173120,24.0,19.0,4.0,1.0,1.0,942,1.0,0.0,0.0,Flood,2016.0
"4250, MO, Greene (County)",549176,256.0,253.0,1.0,2.0,2.0,23164,15.0,0.0,0.0,Flood,2016.0
"4250, MO, Hickory (County)",2191,1.0,1.0,0.0,0.0,0.0,0,0,0,0,Flood,2016.0
"4250, MO, Jasper (County)",313134,28.0,18.0,3.0,7.0,3.0,42408,8.0,0.0,0.0,Flood,2016.0
"4250, MO, Jefferson (County)",3752751,369.0,240.0,78.0,51.0,24.0,640257,116.0,0.0,0.0,Flood,2016.0
"4250, MO, Laclede (County)",92860,17.0,15.0,1.0,1.0,1.0,2542,2.0,0.0,0.0,Flood,2016.0
"4250, MO, Lawrence (County)",109959,20.0,16.0,4.0,0.0,0.0,611,1.0,0.0,0.0,Flood,2016.0
"4250, MO, Lincoln (County)",111824,16.0,12.0,3.0,1.0,1.0,0,0.0,0.0,0.0,Flood,2016.0
"4250, MO, Maries (County)",39586,7.0,5.0,2.0,0.0,0.0,1908,1.0,0.0,0.0,Flood,2016.0
"4250, MO, McDonald (County)",289328,61.0,53.0,6.0,2.0,1.0,71512,20.0,0.0,0.0,Flood,2016.0
"4250, MO, Morgan (County)",64687,10.0,8.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
"4250, MO, Newton (County)",204481,33.0,27.0,3.0,3.0,2.0,35435,11.0,0.0,0.0,Flood,2016.0
"4250, MO, Osage (County)",101049,11.0,7.0,3.0,1.0,1.0,0,0.0,0.0,0.0,Flood,2016.0
"4250, MO, Phelps (County)",92741,31.0,30.0,0.0,1.0,1.0,51430,12.0,0.0,0.0,Flood,2016.0
"4250, MO, Polk (County)",6483,7.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
"4250, MO, Pulaski (County)",234087,33.0,27.0,3.0,3.0,1.0,11868,4.0,0.0,0.0,Flood,2016.0
"4250, MO, Scott (County)",93512,12.0,8.0,3.0,1.0,0.0,0,0,0,0,Flood,2016.0
"4250, MO, St. Charles (County)",557547,151.0,140.0,9.0,2.0,1.0,41181,15.0,0.0,0.0,Flood,2016.0
"4250, MO, St. Francois (County)",37645,17.0,17.0,0.0,0.0,0.0,0,0,0,0,Flood,2016.0
"4250, MO, St. Louis (County)",2067041,506.0,456.0,37.0,13.0,4.0,480844,195.0,0.0,0.0,Flood,2016.0
"4250, MO, Ste. Genevieve (County)",95406,12.0,10.0,1.0,1.0,1.0,1112,1.0,0.0,0.0,Flood,2016.0
"4250, MO, Stone (County)",89646,14.0,12.0,0.0,2.0,0.0,3432,2.0,0.0,0.0,Flood,2016.0
"4250, MO, Taney (County)",155636,40.0,37.0,2.0,1.0,0.0,52687,16.0,0.0,0.0,Flood,2016.0
"4250, MO, Texas (County)",36111,5.0,4.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
"4250, MO, Webster (County)",41771,14.0,13.0,1.0,0.0,0.0,3422,2.0,0.0,0.0,Flood,2016.0
"4250, MO, Wright (County)",6965,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
"4254, AR, Benton (County)",111620,40.0,38.0,1.0,1.0,0.0,723,3.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Carroll (County)",57130,10.0,7.0,3.0,0.0,0.0,5686,2.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Crawford (County)",16863,12.0,12.0,0.0,0.0,0.0,5976,2.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Faulkner (County)",103038,25.0,20.0,5.0,0.0,0.0,1536,1.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Jackson (County)",39370,11.0,10.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Jefferson (County)",237437,48.0,39.0,9.0,0.0,0.0,3384,2.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Lee (County)",51146,4.0,2.0,1.0,1.0,1.0,0,0.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Little River (County)",96108,7.0,2.0,5.0,0.0,0.0,0,0,0,0,Severe Storm(s),2016.0
"4254, AR, Perry (County)",390118,37.0,24.0,8.0,5.0,2.0,6063,3.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Sebastian (County)",15034,5.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2016.0
"4254, AR, Sevier (County)",71992,6.0,3.0,2.0,1.0,1.0,0,0,0,0,Severe Storm(s),2016.0
"4263, LA, Allen (Parish)",529211,55.0,33.0,18.0,4.0,2.0,10218,8.0,0.0,0.0,Flood,2016.0
"4263, LA, Ascension (Parish)",220611,48.0,42.0,6.0,0.0,0.0,52074,21.0,0.0,0.0,Flood,2016.0
"4263, LA, Avoyelles (Parish)",12257,7.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
"4263, LA, Beauregard (Parish)",1645412,111.0,51.0,27.0,33.0,16.0,68658,16.0,0.0,0.0,Flood,2016.0
"4263, LA, Bienville (Parish)",995629,101.0,61.0,27.0,13.0,5.0,57190,17.0,0.0,0.0,Flood,2016.0
"4263, LA, Bossier (Parish)",2868082,430.0,320.0,91.0,19.0,7.0,242864,94.0,0.0,0.0,Flood,2016.0
"4263, LA, Caddo (Parish)",2460863,350.0,260.0,71.0,19.0,5.0,408556,133.0,0.0,0.0,Flood,2016.0
"4263, LA, Calcasieu (Parish)",3101352,317.0,198.0,77.0,42.0,13.0,160733,63.0,0.0,0.0,Flood,2016.0
"4263, LA, Caldwell (Parish)",820206,260.0,235.0,21.0,4.0,1.0,75022,48.0,0.0,0.0,Flood,2016.0
"4263, LA, Catahoula (Parish)",293404,63.0,57.0,2.0,4.0,1.0,12820,7.0,0.0,0.0,Flood,2016.0
"4263, LA, Claiborne (Parish)",452560,75.0,59.0,14.0,2.0,1.0,94569,24.0,0.0,0.0,Flood,2016.0
"4263, LA, De Soto (Parish)",420491,61.0,46.0,11.0,4.0,2.0,65236,14.0,0.0,0.0,Flood,2016.0
"4263, LA, East Carroll (Parish)",302249,96.0,90.0,6.0,0.0,0.0,50579,53.0,0.0,0.0,Flood,2016.0
"4263, LA, Franklin (Parish)",85648,36.0,33.0,3.0,0.0,0.0,5484,7.0,0.0,0.0,Flood,2016.0
"4263, LA, Grant (Parish)",1599775,212.0,154.0,44.0,14.0,2.0,105882,33.0,0.0,0.0,Flood,2016.0
"4263, LA, Jackson (Parish)",124613,21.0,15.0,6.0,0.0,0.0,3606,4.0,0.0,0.0,Flood,2016.0
"4263, LA, La Salle (Parish)",483388,48.0,36.0,2.0,10.0,8.0,30530,8.0,0.0,0.0,Flood,2016.0
"4263, LA, Lincoln (Parish)",120147,36.0,33.0,3.0,0.0,0.0,19529,15.0,0.0,0.0,Flood,2016.0
"4263, LA, Livingston (Parish)",1255345,283.0,253.0,28.0,2.0,0.0,185144,70.0,0.0,0.0,Flood,2016.0
"4263, LA, Madison (Parish)",58332,18.0,16.0,2.0,0.0,0.0,38652,23.0,0.0,0.0,Flood,2016.0
"4263, LA, Morehouse (Parish)",3531046,551.0,420.0,113.0,18.0,7.0,913765,276.0,0.0,0.0,Flood,2016.0
"4263, LA, Natchitoches (Parish)",2981728,333.0,221.0,78.0,34.0,18.0,222692,88.0,0.0,0.0,Flood,2016.0
"4263, LA, Ouachita (Parish)",17548347,2355.0,1627.0,646.0,82.0,25.0,10629181,2758.0,3.0,0.0,Flood,2016.0
"4263, LA, Rapides (Parish)",708302,100.0,79.0,11.0,10.0,2.0,49449,25.0,0.0,0.0,Flood,2016.0
"4263, LA, Red River (Parish)",171669,28.0,22.0,4.0,2.0,1.0,6789,3.0,0.0,0.0,Flood,2016.0
"4263, LA, Richland (Parish)",1603690,268.0,199.0,63.0,6.0,4.0,382760,152.0,0.0,0.0,Flood,2016.0
"4263, LA, Sabine (Parish)",174669,45.0,40.0,4.0,1.0,0.0,8315,3.0,0.0,0.0,Flood,2016.0
"4263, LA, St. Helena (Parish)",489366,132.0,125.0,7.0,0.0,0.0,104385,23.0,0.0,0.0,Flood,2016.0
"4263, LA, St. Tammany (Parish)",5410552,761.0,552.0,185.0,24.0,8.0,673963,178.0,0.0,0.0,Flood,2016.0
"4263, LA, Tangipahoa (Parish)",9131346,1530.0,1206.0,303.0,21.0,3.0,2797749,828.0,2.0,0.0,Flood,2016.0
"4263, LA, Union (Parish)",1935645,261.0,188.0,55.0,18.0,7.0,86647,35.0,0.0,0.0,Flood,2016.0
"4263, LA, Vernon (Parish)",4066214,254.0,104.0,71.0,79.0,51.0,124528,31.0,0.0,0.0,Flood,2016.0
"4263, LA, Washington (Parish)",4938708,622.0,437.0,140.0,45.0,15.0,1046078,312.0,1.0,0.0,Flood,2016.0
"4263, LA, Webster (Parish)",2689012,315.0,216.0,72.0,27.0,11.0,174097,51.0,0.0,0.0,Flood,2016.0
"4263, LA, West Carroll (Parish)",918436,191.0,157.0,33.0,1.0,0.0,82867,38.0,0.0,0.0,Flood,2016.0
"4263, LA, Winn (Parish)",1345105,127.0,75.0,33.0,19.0,9.0,139470,33.0,0.0,0.0,Flood,2016.0
"4266, TX, Erath (County)",12868,7.0,7.0,0.0,0.0,0.0,43720,22.0,0.0,0.0,Flood,2016.0
"4266, TX, Gregg (County)",277197,52.0,42.0,8.0,2.0,0.0,24792,6.0,0.0,0.0,Flood,2016.0
"4266, TX, Harrison (County)",1631027,157.0,98.0,39.0,20.0,4.0,24426,7.0,0.0,0.0,Flood,2016.0
"4266, TX, Henderson (County)",90267,19.0,17.0,1.0,1.0,0.0,0,0.0,0.0,0.0,Flood,2016.0
"4266, TX, Hood (County)",5402,4.0,4.0,0.0,0.0,0.0,29240,4.0,0.0,0.0,Flood,2016.0
"4266, TX, Jasper (County)",364990,72.0,59.0,11.0,2.0,1.0,65122,24.0,0.0,0.0,Flood,2016.0
"4266, TX, Limestone (County)",93931,23.0,20.0,3.0,0.0,0.0,10808,3.0,0.0,0.0,Flood,2016.0
"4266, TX, Marion (County)",508113,56.0,38.0,8.0,10.0,1.0,34042,2.0,1.0,1.0,Flood,2016.0
"4266, TX, Newton (County)",14190473,855.0,296.0,311.0,248.0,101.0,491423,116.0,0.0,0.0,Flood,2016.0
"4266, TX, Orange (County)",2675143,267.0,169.0,57.0,41.0,16.0,289862,100.0,0.0,0.0,Flood,2016.0
"4266, TX, Parker (County)",68649,7.0,3.0,4.0,0.0,0.0,4609,2.0,0.0,0.0,Flood,2016.0
"4266, TX, Shelby (County)",112966,25.0,21.0,4.0,0.0,0.0,10241,5.0,0.0,0.0,Flood,2016.0
"4266, TX, Tyler (County)",135849,24.0,21.0,3.0,0.0,0.0,10191,6.0,0.0,0.0,Flood,2016.0
"4268, MS, Bolivar (County)",856006,131.0,92.0,38.0,1.0,0.0,139236,50.0,0.0,0.0,Flood,2016.0
"4268, MS, Clarke (County)",135918,19.0,14.0,5.0,0.0,0.0,1103,1.0,0.0,0.0,Flood,2016.0
"4268, MS, Coahoma (County)",1821590,155.0,71.0,67.0,17.0,3.0,199434,45.0,0.0,0.0,Flood,2016.0
"4268, MS, Forrest (County)",287716,60.0,50.0,9.0,1.0,0.0,84461,21.0,0.0,0.0,Flood,2016.0
"4268, MS, George (County)",56318,22.0,22.0,0.0,0.0,0.0,1034,1.0,0.0,0.0,Flood,2016.0
"4268, MS, Greene (County)",155613,26.0,20.0,5.0,1.0,0.0,23828,9.0,0.0,0.0,Flood,2016.0
"4268, MS, Jones (County)",164669,36.0,30.0,6.0,0.0,0.0,25830,7.0,0.0,0.0,Flood,2016.0
"4268, MS, Marion (County)",329214,44.0,32.0,9.0,3.0,1.0,23733,7.0,0.0,0.0,Flood,2016.0
"4268, MS, Panola (County)",85424,19.0,18.0,1.0,0.0,0.0,3951,3.0,0.0,0.0,Flood,2016.0
"4268, MS, Pearl River (County)",298734,50.0,40.0,8.0,2.0,0.0,18953,10.0,0.0,0.0,Flood,2016.0
"4268, MS, Perry (County)",856381,97.0,64.0,26.0,7.0,2.0,30481,10.0,0.0,0.0,Flood,2016.0
"4268, MS, Quitman (County)",458993,82.0,62.0,19.0,1.0,0.0,48027,16.0,0.0,0.0,Flood,2016.0
"4268, MS, Sunflower (County)",119244,20.0,16.0,3.0,1.0,0.0,14182,9.0,0.0,0.0,Flood,2016.0
"4268, MS, Tallahatchie (County)",107186,37.0,34.0,3.0,0.0,0.0,8326,10.0,0.0,0.0,Flood,2016.0
"4268, MS, Tunica (County)",56164,16.0,14.0,2.0,0.0,0.0,10662,6.0,0.0,0.0,Flood,2016.0
"4268, MS, Washington (County)",1391459,247.0,199.0,45.0,3.0,1.0,293162,123.0,0.0,0.0,Flood,2016.0
"4268, MS, Wayne (County)",36704,13.0,12.0,1.0,0.0,0.0,393,1.0,0.0,0.0,Flood,2016.0
"4269, TX, Anderson (County)",739015,72.0,38.0,27.0,7.0,3.0,57297,11.0,0.0,0.0,Flood,2016.0
"4269, TX, Austin (County)",1059865,144.0,98.0,40.0,6.0,1.0,133722,31.0,0.0,0.0,Flood,2016.0
"4269, TX, Cherokee (County)",61576,19.0,18.0,1.0,0.0,0.0,2154,2.0,0.0,0.0,Flood,2016.0
"4269, TX, Colorado (County)",267571,32.0,22.0,7.0,3.0,1.0,14734,3.0,0.0,0.0,Flood,2016.0
"4269, TX, Fayette (County)",136404,25.0,18.0,7.0,0.0,0.0,9327,3.0,0.0,0.0,Flood,2016.0
"4269, TX, Fort Bend (County)",580002,87.0,64.0,22.0,1.0,0.0,102125,23.0,0.0,0.0,Flood,2016.0
"4269, TX, Grimes (County)",333064,78.0,68.0,9.0,1.0,0.0,34779,15.0,0.0,0.0,Flood,2016.0
"4269, TX, Harris (County)",29423367,4443.0,3328.0,1023.0,92.0,27.0,18160737,3804.0,4.0,1.0,Flood,2016.0
"4269, TX, Liberty (County)",418254,98.0,86.0,10.0,2.0,2.0,41087,19.0,0.0,0.0,Flood,2016.0
"4269, TX, Montgomery (County)",4955281,653.0,464.0,159.0,30.0,12.0,787149,188.0,2.0,0.0,Flood,2016.0
"4269, TX, Parker (County)",336498,92.0,85.0,6.0,1.0,0.0,16068,7.0,0.0,0.0,Flood,2016.0
"4269, TX, San Jacinto (County)",277904,89.0,84.0,3.0,2.0,2.0,12044,7.0,0.0,0.0,Flood,2016.0
"4269, TX, Smith (County)",528194,91.0,71.0,18.0,2.0,1.0,30953,7.0,0.0,0.0,Flood,2016.0
"4269, TX, Waller (County)",3099287,342.0,217.0,99.0,26.0,12.0,465887,108.0,0.0,0.0,Flood,2016.0
"4269, TX, Wharton (County)",399410,75.0,58.0,15.0,2.0,1.0,151712,43.0,1.0,1.0,Flood,2016.0
"4269, TX, Wood (County)",76465,10.0,8.0,1.0,1.0,1.0,1900,1.0,0.0,0.0,Flood,2016.0
"4272, TX, Austin (County)",1128506,116.0,75.0,22.0,19.0,6.0,118594,26.0,0.0,0.0,Flood,2016.0
"4272, TX, Bastrop (County)",1104588,175.0,132.0,39.0,4.0,0.0,107082,30.0,0.0,0.0,Flood,2016.0
"4272, TX, Brazoria (County)",7900744,856.0,543.0,237.0,76.0,15.0,540922,135.0,1.0,0.0,Flood,2016.0
"4272, TX, Brazos (County)",717681,120.0,98.0,18.0,4.0,1.0,198122,58.0,0.0,0.0,Flood,2016.0
"4272, TX, Burleson (County)",335941,71.0,56.0,15.0,0.0,0.0,26005,9.0,0.0,0.0,Flood,2016.0
"4272, TX, Eastland (County)",409695,51.0,33.0,16.0,2.0,1.0,984,1.0,0.0,0.0,Flood,2016.0
"4272, TX, Fayette (County)",121968,17.0,12.0,5.0,0.0,0.0,2367,2.0,0.0,0.0,Flood,2016.0
"4272, TX, Fort Bend (County)",7871900,646.0,367.0,152.0,127.0,61.0,860125,141.0,0.0,0.0,Flood,2016.0
