IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max
71992.0,6.0,3.0,2.0,1.0,1.0,0,0,0,0
529211.0,55.0,33.0,18.0,4.0,2.0,10218.0,8.0,0.0,0.0
220611.0,48.0,42.0,6.0,0.0,0.0,52074.0,21.0,0.0,0.0
12257.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645412.0,111.0,51.0,27.0,33.0,16.0,68658.0,16.0,0.0,0.0
995629.0,101.0,61.0,27.0,13.0,5.0,57190.0,17.0,0.0,0.0
2868082.0,430.0,320.0,91.0,19.0,7.0,242864.0,94.0,0.0,0.0
2460863.0,350.0,260.0,71.0,19.0,5.0,408556.0,133.0,0.0,0.0
3101352.0,317.0,198.0,77.0,42.0,13.0,160733.0,63.0,0.0,0.0
820206.0,260.0,235.0,21.0,4.0,1.0,75022.0,48.0,0.0,0.0
293404.0,63.0,57.0,2.0,4.0,1.0,12820.0,7.0,0.0,0.0
452560.0,75.0,59.0,14.0,2.0,1.0,94569.0,24.0,0.0,0.0
420491.0,61.0,46.0,11.0,4.0,2.0,65236.0,14.0,0.0,0.0
302249.0,96.0,90.0,6.0,0.0,0.0,50579.0,53.0,0.0,0.0
85648.0,36.0,33.0,3.0,0.0,0.0,5484.0,7.0,0.0,0.0
1599775.0,212.0,154.0,44.0,14.0,2.0,105882.0,33.0,0.0,0.0
124613.0,21.0,15.0,6.0,0.0,0.0,3606.0,4.0,0.0,0.0
483388.0,48.0,36.0,2.0,10.0,8.0,30530.0,8.0,0.0,0.0
120147.0,36.0,33.0,3.0,0.0,0.0,19529.0,15.0,0.0,0.0
1255345.0,283.0,253.0,28.0,2.0,0.0,185144.0,70.0,0.0,0.0
58332.0,18.0,16.0,2.0,0.0,0.0,38652.0,23.0,0.0,0.0
3531046.0,551.0,420.0,113.0,18.0,7.0,913765.0,276.0,0.0,0.0
2981728.0,333.0,221.0,78.0,34.0,18.0,222692.0,88.0,0.0,0.0
17548347.0,2355.0,1627.0,646.0,82.0,25.0,10629181.0,2758.0,3.0,0.0
708302.0,100.0,79.0,11.0,10.0,2.0,49449.0,25.0,0.0,0.0
171669.0,28.0,22.0,4.0,2.0,1.0,6789.0,3.0,0.0,0.0
1603690.0,268.0,199.0,63.0,6.0,4.0,382760.0,152.0,0.0,0.0
174669.0,45.0,40.0,4.0,1.0,0.0,8315.0,3.0,0.0,0.0
489366.0,132.0,125.0,7.0,0.0,0.0,104385.0,23.0,0.0,0.0
5410552.0,761.0,552.0,185.0,24.0,8.0,673963.0,178.0,0.0,0.0
9131346.0,1530.0,1206.0,303.0,21.0,3.0,2797749.0,828.0,2.0,0.0
1935645.0,261.0,188.0,55.0,18.0,7.0,86647.0,35.0,0.0,0.0
4066214.0,254.0,104.0,71.0,79.0,51.0,124528.0,31.0,0.0,0.0
4938708.0,622.0,437.0,140.0,45.0,15.0,1046078.0,312.0,1.0,0.0
2689012.0,315.0,216.0,72.0,27.0,11.0,174097.0,51.0,0.0,0.0
918436.0,191.0,157.0,33.0,1.0,0.0,82867.0,38.0,0.0,0.0
1345105.0,127.0,75.0,33.0,19.0,9.0,139470.0,33.0,0.0,0.0
12868.0,7.0,7.0,0.0,0.0,0.0,43720.0,22.0,0.0,0.0
277197.0,52.0,42.0,8.0,2.0,0.0,24792.0,6.0,0.0,0.0
1631027.0,157.0,98.0,39.0,20.0,4.0,24426.0,7.0,0.0,0.0
90267.0,19.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5402.0,4.0,4.0,0.0,0.0,0.0,29240.0,4.0,0.0,0.0
364990.0,72.0,59.0,11.0,2.0,1.0,65122.0,24.0,0.0,0.0
93931.0,23.0,20.0,3.0,0.0,0.0,10808.0,3.0,0.0,0.0
508113.0,56.0,38.0,8.0,10.0,1.0,34042.0,2.0,1.0,1.0
14190473.0,855.0,296.0,311.0,248.0,101.0,491423.0,116.0,0.0,0.0
2675143.0,267.0,169.0,57.0,41.0,16.0,289862.0,100.0,0.0,0.0
68649.0,7.0,3.0,4.0,0.0,0.0,4609.0,2.0,0.0,0.0
112966.0,25.0,21.0,4.0,0.0,0.0,10241.0,5.0,0.0,0.0
135849.0,24.0,21.0,3.0,0.0,0.0,10191.0,6.0,0.0,0.0
856006.0,131.0,92.0,38.0,1.0,0.0,139236.0,50.0,0.0,0.0
135918.0,19.0,14.0,5.0,0.0,0.0,1103.0,1.0,0.0,0.0
1821590.0,155.0,71.0,67.0,17.0,3.0,199434.0,45.0,0.0,0.0
287716.0,60.0,50.0,9.0,1.0,0.0,84461.0,21.0,0.0,0.0
56318.0,22.0,22.0,0.0,0.0,0.0,1034.0,1.0,0.0,0.0
155613.0,26.0,20.0,5.0,1.0,0.0,23828.0,9.0,0.0,0.0
164669.0,36.0,30.0,6.0,0.0,0.0,25830.0,7.0,0.0,0.0
329214.0,44.0,32.0,9.0,3.0,1.0,23733.0,7.0,0.0,0.0
85424.0,19.0,18.0,1.0,0.0,0.0,3951.0,3.0,0.0,0.0
298734.0,50.0,40.0,8.0,2.0,0.0,18953.0,10.0,0.0,0.0
856381.0,97.0,64.0,26.0,7.0,2.0,30481.0,10.0,0.0,0.0
458993.0,82.0,62.0,19.0,1.0,0.0,48027.0,16.0,0.0,0.0
119244.0,20.0,16.0,3.0,1.0,0.0,14182.0,9.0,0.0,0.0
107186.0,37.0,34.0,3.0,0.0,0.0,8326.0,10.0,0.0,0.0
56164.0,16.0,14.0,2.0,0.0,0.0,10662.0,6.0,0.0,0.0
1391459.0,247.0,199.0,45.0,3.0,1.0,293162.0,123.0,0.0,0.0
36704.0,13.0,12.0,1.0,0.0,0.0,393.0,1.0,0.0,0.0
739015.0,72.0,38.0,27.0,7.0,3.0,57297.0,11.0,0.0,0.0
1059865.0,144.0,98.0,40.0,6.0,1.0,133722.0,31.0,0.0,0.0
61576.0,19.0,18.0,1.0,0.0,0.0,2154.0,2.0,0.0,0.0
267571.0,32.0,22.0,7.0,3.0,1.0,14734.0,3.0,0.0,0.0
136404.0,25.0,18.0,7.0,0.0,0.0,9327.0,3.0,0.0,0.0
580002.0,87.0,64.0,22.0,1.0,0.0,102125.0,23.0,0.0,0.0
333064.0,78.0,68.0,9.0,1.0,0.0,34779.0,15.0,0.0,0.0
29423367.0,4443.0,3328.0,1023.0,92.0,27.0,18160737.0,3804.0,4.0,1.0
418254.0,98.0,86.0,10.0,2.0,2.0,41087.0,19.0,0.0,0.0
4955281.0,653.0,464.0,159.0,30.0,12.0,787149.0,188.0,2.0,0.0
336498.0,92.0,85.0,6.0,1.0,0.0,16068.0,7.0,0.0,0.0
277904.0,89.0,84.0,3.0,2.0,2.0,12044.0,7.0,0.0,0.0
528194.0,91.0,71.0,18.0,2.0,1.0,30953.0,7.0,0.0,0.0
3099287.0,342.0,217.0,99.0,26.0,12.0,465887.0,108.0,0.0,0.0
399410.0,75.0,58.0,15.0,2.0,1.0,151712.0,43.0,1.0,1.0
76465.0,10.0,8.0,1.0,1.0,1.0,1900.0,1.0,0.0,0.0
1128506.0,116.0,75.0,22.0,19.0,6.0,118594.0,26.0,0.0,0.0
1104588.0,175.0,132.0,39.0,4.0,0.0,107082.0,30.0,0.0,0.0
7900744.0,856.0,543.0,237.0,76.0,15.0,540922.0,135.0,1.0,0.0
717681.0,120.0,98.0,18.0,4.0,1.0,198122.0,58.0,0.0,0.0
335941.0,71.0,56.0,15.0,0.0,0.0,26005.0,9.0,0.0,0.0
409695.0,51.0,33.0,16.0,2.0,1.0,984.0,1.0,0.0,0.0
121968.0,17.0,12.0,5.0,0.0,0.0,2367.0,2.0,0.0,0.0
7871900.0,646.0,367.0,152.0,127.0,61.0,860125.0,141.0,0.0,0.0
604144.0,140.0,124.0,14.0,2.0,2.0,62171.0,29.0,0.0,0.0
1450726.0,227.0,174.0,44.0,9.0,3.0,285934.0,83.0,0.0,0.0
533558.0,208.0,201.0,7.0,0.0,0.0,36238.0,22.0,0.0,0.0
312571.0,68.0,57.0,11.0,0.0,0.0,58744.0,24.0,0.0,0.0
143426.0,55.0,53.0,1.0,1.0,0.0,60600.0,26.0,0.0,0.0
383833.0,31.0,17.0,7.0,7.0,1.0,10670.0,3.0,0.0,0.0
539123.0,158.0,144.0,13.0,1.0,0.0,73247.0,27.0,0.0,0.0
8186118.0,1031.0,725.0,235.0,71.0,31.0,1900943.0,370.0,5.0,1.0
128206.0,17.0,10.0,6.0,1.0,1.0,1148.0,1.0,0.0,0.0
74901.0,18.0,15.0,3.0,0.0,0.0,259.0,1.0,0.0,0.0
551734.0,94.0,77.0,15.0,2.0,1.0,28413.0,17.0,0.0,0.0
222448.0,32.0,21.0,11.0,0.0,0.0,28739.0,8.0,0.0,0.0
436401.0,62.0,47.0,12.0,3.0,1.0,92938.0,20.0,0.0,0.0
264245.0,37.0,28.0,7.0,2.0,0.0,1110.0,1.0,0.0,0.0
1518062.0,157.0,99.0,39.0,19.0,8.0,54488.0,17.0,0.0,0.0
1088383.0,218.0,186.0,20.0,12.0,5.0,73794.0,41.0,0.0,0.0
4613061.0,548.0,402.0,85.0,61.0,37.0,217854.0,42.0,0.0,0.0
1080400.0,205.0,175.0,18.0,12.0,6.0,36272.0,15.0,0.0,0.0
12457847.0,1187.0,755.0,215.0,217.0,100.0,1470573.0,303.0,1.0,0.0
64458.0,25.0,23.0,2.0,0.0,0.0,2196.0,2.0,0.0,0.0
12389144.0,1120.0,682.0,243.0,195.0,101.0,1388232.0,268.0,0.0,0.0
199234.0,48.0,42.0,5.0,1.0,0.0,10188.0,5.0,0.0,0.0
144402.0,31.0,26.0,5.0,0.0,0.0,31087.0,12.0,0.0,0.0
3218339.0,488.0,388.0,59.0,41.0,23.0,246159.0,71.0,0.0,0.0
175723.0,39.0,35.0,3.0,1.0,0.0,3478.0,3.0,0.0,0.0
1561434.0,175.0,123.0,30.0,22.0,9.0,78534.0,20.0,0.0,0.0
376390.0,72.0,58.0,13.0,1.0,1.0,42328.0,16.0,0.0,0.0
2405660.0,231.0,147.0,39.0,45.0,25.0,109375.0,24.0,0.0,0.0
6658279.0,1224.0,984.0,221.0,19.0,7.0,1161974.0,455.0,0.0,0.0
51723644.0,5749.0,3744.0,1453.0,552.0,187.0,6666268.0,1398.0,4.0,0.0
535063.0,157.0,143.0,14.0,0.0,0.0,96625.0,68.0,0.0,0.0
308400513.0,22429.0,9930.0,7975.0,4524.0,1671.0,73901696.0,12557.0,118.0,29.0
4981455.0,421.0,235.0,110.0,76.0,40.0,498267.0,101.0,1.0,0.0
2143064.0,383.0,299.0,81.0,3.0,1.0,368210.0,158.0,0.0,0.0
4871198.0,1091.0,974.0,108.0,9.0,3.0,1616162.0,487.0,0.0,0.0
1127166.0,232.0,194.0,34.0,4.0,1.0,132284.0,43.0,0.0,0.0
1272616.0,323.0,285.0,37.0,1.0,0.0,136896.0,71.0,0.0,0.0
32765554.0,3941.0,2513.0,1246.0,182.0,52.0,2953369.0,906.0,2.0,1.0
182742967.0,14911.0,7893.0,4282.0,2736.0,1139.0,26875232.0,4856.0,20.0,4.0
1274337.0,302.0,267.0,33.0,2.0,1.0,305650.0,92.0,0.0,0.0
4000601.0,543.0,409.0,94.0,40.0,17.0,454722.0,100.0,2.0,2.0
262100.0,61.0,54.0,7.0,0.0,0.0,13005.0,8.0,0.0,0.0
4469049.0,1027.0,875.0,147.0,5.0,1.0,1102206.0,405.0,0.0,0.0
5140899.0,937.0,759.0,161.0,17.0,5.0,422145.0,159.0,0.0,0.0
529443.0,164.0,152.0,12.0,0.0,0.0,106103.0,25.0,0.0,0.0
29645964.0,3744.0,2582.0,945.0,217.0,64.0,4961236.0,1294.0,4.0,1.0
8687136.0,1421.0,1108.0,260.0,53.0,17.0,1486577.0,405.0,1.0,0.0
446551.0,119.0,108.0,7.0,4.0,1.0,49177.0,27.0,0.0,0.0
155460.0,62.0,61.0,1.0,0.0,0.0,26057.0,14.0,0.0,0.0
674528.0,85.0,58.0,23.0,4.0,1.0,70424.0,19.0,0.0,0.0
1941734.0,348.0,275.0,68.0,5.0,0.0,423369.0,120.0,1.0,0.0
1094264.0,149.0,104.0,44.0,1.0,0.0,39480.0,18.0,0.0,0.0
467558.0,109.0,98.0,11.0,0.0,0.0,143344.0,40.0,1.0,0.0
102512.0,27.0,25.0,1.0,1.0,1.0,34343.0,11.0,0.0,0.0
369241.0,131.0,122.0,8.0,1.0,1.0,158457.0,79.0,0.0,0.0
460535.0,99.0,82.0,17.0,0.0,0.0,82273.0,23.0,0.0,0.0
259871.0,44.0,38.0,5.0,1.0,1.0,480192.0,139.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1301379.0,299.0,270.0,28.0,1.0,0.0,347678.0,119.0,0.0,0.0
232116.0,65.0,59.0,6.0,0.0,0.0,24436.0,21.0,0.0,0.0
651433.0,108.0,79.0,28.0,1.0,0.0,44609.0,13.0,0.0,0.0
56519.0,22.0,21.0,1.0,0.0,0.0,9827.0,6.0,0.0,0.0
856616.0,408.0,397.0,11.0,0.0,0.0,486939.0,254.0,1.0,0.0
1372023.0,511.0,490.0,19.0,2.0,1.0,394516.0,164.0,0.0,0.0
1060559.0,323.0,295.0,26.0,2.0,1.0,159272.0,76.0,0.0,0.0
154843.0,62.0,59.0,3.0,0.0,0.0,57123.0,42.0,0.0,0.0
216259.0,93.0,92.0,0.0,1.0,1.0,48256.0,16.0,0.0,0.0
952660.0,316.0,295.0,19.0,2.0,1.0,134305.0,89.0,0.0,0.0
138481.0,56.0,55.0,0.0,1.0,1.0,35224.0,19.0,0.0,0.0
7081021.0,1378.0,1132.0,233.0,13.0,1.0,1694402.0,537.0,1.0,0.0
5091287.0,1890.0,1813.0,65.0,12.0,10.0,1165522.0,588.0,1.0,0.0
324304.0,85.0,77.0,7.0,1.0,1.0,40396.0,19.0,0.0,0.0
288632.0,65.0,60.0,2.0,3.0,3.0,26405.0,13.0,0.0,0.0
2441617.0,596.0,530.0,51.0,15.0,9.0,1338506.0,571.0,0.0,0.0
312944.0,98.0,94.0,4.0,0.0,0.0,28664.0,14.0,0.0,0.0
77447.0,27.0,27.0,0.0,0.0,0.0,18672.0,6.0,0.0,0.0
565855.0,148.0,126.0,21.0,1.0,1.0,366265.0,162.0,0.0,0.0
190629.0,70.0,66.0,4.0,0.0,0.0,62210.0,26.0,0.0,0.0
57972.0,31.0,31.0,0.0,0.0,0.0,27994.0,11.0,0.0,0.0
284088.0,81.0,77.0,1.0,3.0,3.0,22351.0,13.0,0.0,0.0
93805.0,31.0,30.0,0.0,1.0,1.0,36337.0,24.0,0.0,0.0
22749.0,9.0,8.0,1.0,0.0,0.0,1112.0,1.0,0.0,0.0
273248.0,126.0,122.0,4.0,0.0,0.0,297508.0,100.0,0.0,0.0
665118.0,224.0,214.0,8.0,2.0,1.0,256658.0,80.0,0.0,0.0
2208014.0,678.0,629.0,37.0,12.0,4.0,238095.0,143.0,0.0,0.0
329047.0,97.0,89.0,8.0,0.0,0.0,31058.0,19.0,0.0,0.0
237540.0,63.0,53.0,10.0,0.0,0.0,27810.0,12.0,0.0,0.0
63720.0,14.0,12.0,1.0,1.0,1.0,11203.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1006.0,2.0,2.0,0.0,0.0,0.0,13086.0,8.0,0.0,0.0
101691.0,48.0,46.0,2.0,0.0,0.0,14419.0,10.0,0.0,0.0
4948543.0,1256.0,1113.0,118.0,25.0,12.0,1436830.0,632.0,0.0,0.0
566823.0,127.0,108.0,17.0,2.0,1.0,126178.0,35.0,1.0,0.0
10749739.0,2476.0,2123.0,268.0,85.0,41.0,5523372.0,2575.0,4.0,1.0
230758.0,62.0,55.0,6.0,1.0,1.0,41104.0,15.0,0.0,0.0
979113.0,282.0,259.0,20.0,3.0,1.0,427807.0,157.0,0.0,0.0
999053.0,324.0,303.0,20.0,1.0,0.0,202723.0,106.0,0.0,0.0
6704918.0,1055.0,839.0,134.0,82.0,39.0,3126462.0,760.0,2.0,0.0
165523.0,48.0,44.0,3.0,1.0,0.0,39248.0,6.0,0.0,0.0
560146.0,116.0,95.0,20.0,1.0,0.0,95949.0,37.0,0.0,0.0
291161.0,104.0,99.0,5.0,0.0,0.0,95107.0,39.0,0.0,0.0
1243265.0,312.0,273.0,31.0,8.0,3.0,183374.0,68.0,0.0,0.0
260564.0,99.0,92.0,6.0,1.0,1.0,58493.0,33.0,0.0,0.0
675976.0,275.0,262.0,12.0,1.0,0.0,99576.0,53.0,0.0,0.0
81174.0,42.0,42.0,0.0,0.0,0.0,36572.0,9.0,0.0,0.0
1807044.0,310.0,253.0,41.0,16.0,6.0,527970.0,151.0,0.0,0.0
372622.0,85.0,75.0,9.0,1.0,1.0,25123.0,8.0,0.0,0.0
161722.0,54.0,50.0,3.0,1.0,1.0,11295.0,7.0,0.0,0.0
2542816.0,685.0,607.0,71.0,7.0,2.0,1708611.0,680.0,0.0,0.0
145284.0,48.0,46.0,0.0,2.0,1.0,33122.0,13.0,0.0,0.0
289097.0,77.0,70.0,6.0,1.0,1.0,75157.0,16.0,0.0,0.0
458412.0,157.0,148.0,9.0,0.0,0.0,313763.0,98.0,0.0,0.0
162349.0,61.0,59.0,2.0,0.0,0.0,15520.0,11.0,0.0,0.0
172019.0,64.0,61.0,2.0,1.0,1.0,37474.0,13.0,0.0,0.0
203975.0,86.0,81.0,5.0,0.0,0.0,114475.0,35.0,0.0,0.0
1869411.0,275.0,210.0,44.0,21.0,12.0,305066.0,74.0,1.0,0.0
30942.0,18.0,18.0,0.0,0.0,0.0,22839.0,2.0,0.0,0.0
1426698.0,595.0,566.0,26.0,3.0,0.0,967123.0,670.0,0.0,0.0
61912.0,29.0,27.0,2.0,0.0,0.0,8813.0,6.0,0.0,0.0
17960522.0,4606.0,4048.0,462.0,96.0,26.0,7953758.0,3015.0,4.0,2.0
1818913.0,493.0,446.0,36.0,11.0,6.0,232561.0,105.0,0.0,0.0
93566.0,59.0,58.0,1.0,0.0,0.0,5788.0,8.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
208398.0,80.0,77.0,3.0,0.0,0.0,83101.0,30.0,0.0,0.0
443953.0,163.0,156.0,7.0,0.0,0.0,143124.0,41.0,0.0,0.0
150755.0,66.0,65.0,1.0,0.0,0.0,56544.0,24.0,0.0,0.0
6618965.0,1452.0,1252.0,161.0,39.0,17.0,3383110.0,1491.0,2.0,0.0
340566.0,118.0,112.0,5.0,1.0,0.0,589446.0,117.0,0.0,0.0
125163.0,38.0,36.0,1.0,1.0,1.0,9220.0,6.0,0.0,0.0
124681.0,46.0,44.0,0.0,2.0,2.0,8798.0,5.0,0.0,0.0
21043.0,10.0,10.0,0.0,0.0,0.0,2764.0,2.0,0.0,0.0
2940941.0,1000.0,942.0,49.0,9.0,5.0,633696.0,312.0,0.0,0.0
961285.0,288.0,272.0,12.0,4.0,3.0,73185.0,29.0,0.0,0.0
51644.0,23.0,23.0,0.0,0.0,0.0,4362.0,2.0,0.0,0.0
1510025.0,459.0,427.0,27.0,5.0,1.0,503994.0,226.0,0.0,0.0
115075.0,48.0,46.0,2.0,0.0,0.0,6233.0,3.0,0.0,0.0
342003.0,152.0,147.0,3.0,2.0,2.0,30800.0,18.0,0.0,0.0
555627.0,241.0,233.0,7.0,1.0,1.0,57715.0,40.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
608242.0,241.0,232.0,7.0,2.0,1.0,92868.0,40.0,0.0,0.0
2011214.0,579.0,531.0,39.0,9.0,1.0,640991.0,255.0,0.0,0.0
749823.0,205.0,185.0,19.0,1.0,1.0,140832.0,71.0,0.0,0.0
3136534.0,1086.0,1029.0,51.0,6.0,2.0,642103.0,323.0,0.0,0.0
1367433.0,519.0,493.0,25.0,1.0,1.0,212658.0,81.0,0.0,0.0
178719.0,75.0,72.0,3.0,0.0,0.0,15619.0,10.0,0.0,0.0
6253928.0,1399.0,1212.0,153.0,34.0,9.0,997093.0,393.0,1.0,0.0
432684.0,161.0,153.0,8.0,0.0,0.0,34897.0,14.0,0.0,0.0
228825.0,72.0,67.0,5.0,0.0,0.0,9520.0,7.0,0.0,0.0
8313818.0,1173.0,870.0,212.0,91.0,28.0,1425728.0,427.0,0.0,0.0
305297.0,90.0,84.0,6.0,0.0,0.0,27854.0,18.0,0.0,0.0
963828.0,349.0,332.0,13.0,4.0,2.0,134065.0,66.0,0.0,0.0
392430.0,142.0,138.0,4.0,0.0,0.0,83247.0,38.0,0.0,0.0
2084061.0,764.0,736.0,24.0,4.0,4.0,214022.0,110.0,0.0,0.0
393242.0,85.0,75.0,9.0,1.0,0.0,14715.0,4.0,0.0,0.0
416128.0,108.0,103.0,4.0,1.0,0.0,14824.0,12.0,0.0,0.0
152723.0,47.0,44.0,3.0,0.0,0.0,1113.0,1.0,0.0,0.0
21395.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10071.0,5.0,5.0,0.0,0.0,0.0,0,0,0,0
59875.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496035.0,345.0,315.0,30.0,0.0,0.0,18298.0,9.0,0.0,0.0
794586.0,175.0,152.0,20.0,3.0,1.0,81712.0,29.0,0.0,0.0
81207.0,30.0,30.0,0.0,0.0,0.0,188925.0,58.0,0.0,0.0
40167.0,13.0,13.0,0.0,0.0,0.0,334280.0,90.0,0.0,0.0
437649.0,141.0,133.0,8.0,0.0,0.0,253621.0,80.0,0.0,0.0
304283.0,82.0,73.0,9.0,0.0,0.0,376484.0,97.0,0.0,0.0
439089.0,73.0,58.0,12.0,3.0,1.0,50297.0,20.0,0.0,0.0
5044368.0,930.0,758.0,165.0,7.0,3.0,1768950.0,443.0,0.0,0.0
1183752.0,53.0,18.0,2.0,33.0,32.0,2249606.0,389.0,1.0,1.0
198908.0,96.0,95.0,1.0,0.0,0.0,429421.0,225.0,0.0,0.0
1915651.0,191.0,126.0,37.0,28.0,22.0,1130277.0,325.0,0.0,0.0
57130.0,20.0,20.0,0.0,0.0,0.0,46243.0,14.0,0.0,0.0
95460.0,13.0,10.0,2.0,1.0,1.0,14756.0,2.0,0.0,0.0
68204.0,9.0,8.0,0.0,1.0,1.0,1816.0,2.0,0.0,0.0
26504.0,6.0,5.0,1.0,0.0,0.0,6742.0,1.0,0.0,0.0
1836.0,2.0,2.0,0.0,0.0,0.0,198450.0,32.0,0.0,0.0
52067.0,15.0,14.0,1.0,0.0,0.0,18312.0,7.0,0.0,0.0
988637.0,169.0,143.0,14.0,12.0,11.0,943904.0,244.0,1.0,0.0
15037.0,6.0,6.0,0.0,0.0,0.0,13093.0,3.0,0.0,0.0
308209.0,40.0,29.0,7.0,4.0,4.0,62100.0,14.0,0.0,0.0
143415.0,15.0,11.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
140894.0,22.0,18.0,2.0,2.0,1.0,31123.0,15.0,0.0,0.0
95215.0,12.0,9.0,2.0,1.0,1.0,73158.0,7.0,2.0,0.0
1951647.0,273.0,220.0,30.0,23.0,14.0,898663.0,296.0,0.0,0.0
87994.0,15.0,13.0,2.0,0.0,0.0,1470.0,1.0,0.0,0.0
385341.0,94.0,82.0,11.0,1.0,1.0,74456.0,24.0,0.0,0.0
1585143.0,94.0,39.0,21.0,34.0,20.0,224127.0,39.0,0.0,0.0
32750.0,10.0,9.0,1.0,0.0,0.0,2976.0,1.0,0.0,0.0
39747.0,6.0,4.0,2.0,0.0,0.0,5578.0,2.0,0.0,0.0
43647.0,7.0,5.0,2.0,0.0,0.0,0,0,0,0
171530.0,24.0,18.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
66112.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
458279.0,55.0,40.0,12.0,3.0,2.0,139788.0,32.0,0.0,0.0
316228.0,33.0,22.0,8.0,3.0,3.0,3078.0,2.0,0.0,0.0
137161.0,55.0,53.0,2.0,0.0,0.0,8779.0,5.0,0.0,0.0
517716.0,112.0,94.0,17.0,1.0,0.0,220804.0,55.0,0.0,0.0
4972.0,5.0,5.0,0.0,0.0,0.0,2465.0,1.0,0.0,0.0
318463.0,39.0,28.0,6.0,5.0,4.0,10222.0,2.0,0.0,0.0
1010075.0,186.0,157.0,20.0,9.0,3.0,183785.0,58.0,0.0,0.0
96503.0,23.0,20.0,3.0,0.0,0.0,15488.0,2.0,0.0,0.0
75352.0,11.0,8.0,3.0,0.0,0.0,1058.0,1.0,0.0,0.0
445377.0,76.0,61.0,13.0,2.0,1.0,44757.0,12.0,0.0,0.0
1107612.0,155.0,107.0,46.0,2.0,0.0,276746.0,52.0,0.0,0.0
105171.0,25.0,22.0,2.0,1.0,1.0,968.0,1.0,0.0,0.0
52502.0,10.0,9.0,0.0,1.0,1.0,2706.0,2.0,0.0,0.0
288703.0,44.0,36.0,3.0,5.0,5.0,14422.0,5.0,0.0,0.0
16739.0,7.0,7.0,0.0,0.0,0.0,3753.0,4.0,0.0,0.0
109053.0,25.0,21.0,3.0,1.0,0.0,5114.0,3.0,0.0,0.0
604785.0,42.0,20.0,12.0,10.0,8.0,41314.0,9.0,0.0,0.0
103899.0,28.0,26.0,2.0,0.0,0.0,26986.0,8.0,0.0,0.0
823841.0,66.0,39.0,9.0,18.0,10.0,92077.0,14.0,0.0,0.0
322115.0,33.0,22.0,7.0,4.0,4.0,22370.0,6.0,0.0,0.0
449301.0,117.0,106.0,7.0,4.0,1.0,84757.0,43.0,0.0,0.0
4119.0,2.0,2.0,0.0,0.0,0.0,1063.0,1.0,0.0,0.0
92475.0,36.0,35.0,1.0,0.0,0.0,7558.0,3.0,0.0,0.0
519364.0,52.0,34.0,11.0,7.0,1.0,96661.0,19.0,0.0,0.0
272576.0,31.0,23.0,3.0,5.0,5.0,36667.0,4.0,0.0,0.0
183594.0,31.0,25.0,4.0,2.0,2.0,4640.0,4.0,0.0,0.0
53013.0,7.0,5.0,1.0,1.0,1.0,536.0,1.0,0.0,0.0
242496.0,74.0,65.0,8.0,1.0,0.0,35880.0,10.0,0.0,0.0
84391.0,20.0,18.0,1.0,1.0,0.0,26282.0,10.0,0.0,0.0
16361.0,10.0,10.0,0.0,0.0,0.0,5498.0,2.0,0.0,0.0
196467.0,36.0,29.0,6.0,1.0,0.0,1840.0,2.0,0.0,0.0
314455.0,41.0,28.0,12.0,1.0,0.0,294014.0,100.0,0.0,0.0
125896.0,12.0,7.0,3.0,2.0,0.0,0,0,0,0
47806.0,12.0,10.0,2.0,0.0,0.0,27338.0,8.0,0.0,0.0
91877.0,16.0,12.0,4.0,0.0,0.0,48210.0,12.0,0.0,0.0
58682.0,11.0,9.0,2.0,0.0,0.0,3704.0,4.0,0.0,0.0
268467.0,78.0,74.0,3.0,1.0,0.0,113632.0,56.0,0.0,0.0
781965.0,88.0,46.0,39.0,3.0,0.0,352952.0,120.0,0.0,0.0
190304.0,35.0,28.0,7.0,0.0,0.0,424182.0,88.0,0.0,0.0
447830.0,158.0,147.0,10.0,1.0,0.0,271672.0,108.0,0.0,0.0
110905.0,19.0,17.0,1.0,1.0,1.0,13204.0,6.0,0.0,0.0
94475.0,26.0,24.0,2.0,0.0,0.0,26442.0,12.0,0.0,0.0
66727.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
670275.0,197.0,184.0,12.0,1.0,0.0,12419.0,8.0,0.0,0.0
74799.0,25.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1033392.0,411.0,400.0,11.0,0.0,0.0,262817.0,96.0,0.0,0.0
3063033.0,810.0,748.0,55.0,7.0,2.0,94645.0,32.0,0.0,0.0
